 ,Label,Area,Mean,Min,Max,Angle,Length
1,R146673-(0001)-.dcm,0.018,3193.532,2898.000,3507.333,-81.314,0.558
2,R146673-(0001)-.dcm,0.016,3022.768,2878.289,3197.952,-52.765,0.481
3,R146673-(0001)-.dcm,0.010,3209.203,3088.562,3451.000,-37.747,0.300
4,R146673-(0001)-.dcm,0.014,3395.526,3212.564,3684.568,-44.293,0.438
5,R146673-(0001)-.dcm,0.019,3365.153,3164.646,3625.793,-35.972,0.586
6,R146673-(0001)-.dcm,0.018,3328.082,3146.500,3578.750,-30.141,0.549
7,R146673-(0001)-.dcm,0.019,3213.058,2954.516,3597.625,158.062,0.594
8,R146673-(0001)-.dcm,0.022,3219.274,2837.893,3665.787,163.872,0.661
9,R146673-(0001)-.dcm,0.022,3268.291,2972.188,3649.001,164.859,0.674
10,R146673-(0001)-.dcm,0.022,3190.726,2862.442,3620.875,174.094,0.670
11,R146673-(0001)-.dcm,0.022,3129.391,2730.500,3651.125,174.864,0.684
12,R146673-(0001)-.dcm,0.022,3205.154,2872.823,3643.062,178.002,0.659
13,R146673-(0001)-.dcm,0.023,3155.806,2825.364,3629.500,-176.820,0.690
14,R146673-(0001)-.dcm,0.022,3070.087,2643.762,3606.698,-175.347,0.661
15,R146673-(0001)-.dcm,0.022,3153.143,2644.273,3692.062,-172.711,0.664
16,R146673-(0001)-.dcm,0.022,3266.754,2836.727,3934.375,-170.327,0.683
17,R146673-(0001)-.dcm,0.022,3346.102,2943.816,3928.812,-171.404,0.666
18,R146673-(0001)-.dcm,0.023,3413.627,2957.514,3960.500,-170.838,0.721
19,R146673-(0001)-.dcm,0.023,3427.400,3119.488,3952.000,-168.207,0.712
20,R146673-(0001)-.dcm,0.021,3374.645,3111.957,3789.938,-167.106,0.652
21,R146673-(0001)-.dcm,0.022,3379.607,3043.795,3835.000,-169.461,0.670
22,R146673-(0001)-.dcm,0.023,3363.074,2990.766,3986.000,-166.264,0.709
23,R146673-(0001)-.dcm,0.023,3400.469,3082.125,3960.688,-165.677,0.743
24,R146673-(0001)-.dcm,0.024,3456.844,3203.684,3988.000,-169.487,0.755
25,R146673-(0001)-.dcm,0.021,3411.834,3074.250,3888.897,-175.292,0.653
26,R146673-(0001)-.dcm,0.025,3360.178,2997.152,3869.799,-171.714,0.797
27,R146673-(0001)-.dcm,0.024,3330.567,3070.722,3765.500,-171.209,0.751
28,R146673-(0001)-.dcm,0.023,3375.781,3228.576,3616.973,-165.816,0.719
29,R146673-(0001)-.dcm,0.024,3413.863,3225.054,3607.131,-161.030,0.777
30,R146673-(0001)-.dcm,0.025,3433.781,3166.036,3827.000,-161.565,0.799
31,R146673-(0001)-.dcm,0.025,3415.730,3244.636,3681.910,-160.866,0.794
32,R146673-(0001)-.dcm,0.024,3325.534,3039.648,3552.018,-155.980,0.771
33,R146673-(0001)-.dcm,0.025,3147.671,2743.603,3514.609,-157.681,0.786
34,R146673-(0001)-.dcm,0.023,3197.408,2875.355,3516.200,-158.962,0.746
35,R146673-(0001)-.dcm,0.025,3026.343,2840.469,3308.250,-155.148,0.801
36,R146673-(0001)-.dcm,0.027,3158.270,2872.187,3326.314,-154.134,0.842
37,R146673-(0001)-.dcm,0.026,3163.401,2857.264,3551.312,-154.148,0.825
38,R146673-(0001)-.dcm,0.025,3235.773,2977.544,3631.750,-151.736,0.808
39,R146673-(0001)-.dcm,0.026,3028.374,2619.167,3454.651,-152.716,0.818
40,R146673-(0001)-.dcm,0.023,3044.165,2664.142,3513.750,-150.333,0.696
41,R146673-(0001)-.dcm,0.023,3049.350,2735.000,3400.498,-142.539,0.743
42,R146673-(0001)-.dcm,0.025,2993.141,2654.488,3336.175,-136.153,0.807
43,R146673-(0001)-.dcm,0.023,3028.773,2667.500,3440.917,-129.036,0.729
44,R146673-(0001)-.dcm,0.023,3161.656,2914.079,3498.699,-122.998,0.703
45,R146673-(0001)-.dcm,0.023,3212.262,3004.934,3479.750,-117.368,0.733
46,R146673-(0001)-.dcm,0.023,3146.147,2964.348,3415.500,-121.569,0.746
47,R146673-(0001)-.dcm,0.026,3253.672,2996.583,3620.473,-128.660,0.833
48,R146673-(0001)-.dcm,0.025,3204.593,2930.308,3682.250,-130.662,0.787
49,R146673-(0001)-.dcm,0.023,3063.105,2746.444,3571.000,-122.005,0.722
50,R146673-(0001)-.dcm,0.025,3223.161,2885.318,3686.750,-114.624,0.808
51,R146673-(0001)-.dcm,0.025,3161.093,2915.260,3617.250,-93.888,0.790
52,R146673-(0001)-.dcm,0.029,3059.758,2896.629,3446.500,-97.184,0.918
53,R146673-(0001)-.dcm,0.025,3129.627,2906.760,3743.375,-89.444,0.789
54,R146673-(0001)-.dcm,0.026,3215.140,2942.224,3704.125,-93.209,0.820
55,R146673-(0001)-.dcm,0.023,3349.356,3080.375,3765.000,-83.463,0.740
56,R146673-(0001)-.dcm,0.023,3263.392,3007.247,3629.000,-80.640,0.706
57,R146673-(0001)-.dcm,0.023,3238.432,2904.283,3604.500,-65.266,0.750
58,R146673-(0001)-.dcm,0.027,3189.823,2910.592,3688.500,-61.348,0.846
59,R146673-(0001)-.dcm,0.025,3143.554,2911.805,3629.500,-51.254,0.795
60,R146673-(0001)-.dcm,0.029,3178.781,2838.850,3647.848,-45.682,0.909
61,R146673-(0001)-.dcm,0.025,3148.298,2871.183,3674.500,-40.721,0.798
62,R146673-(0001)-.dcm,0.023,3269.091,3010.167,3673.500,-39.123,0.740
63,R146673-(0001)-.dcm,0.025,3273.640,2984.590,3752.622,-26.323,0.811
64,R146673-(0001)-.dcm,0.026,3142.536,2849.417,3601.302,-20.999,0.812
65,R146673-(0001)-.dcm,0.026,3116.571,2824.321,3580.743,-24.664,0.825
66,R146673-(0001)-.dcm,0.030,3084.524,2790.159,3573.213,-17.549,0.939
67,R146673-(0001)-.dcm,0.028,3134.565,2853.445,3569.000,-11.310,0.898
68,R146673-(0001)-.dcm,0.024,3021.557,2742.400,3439.450,-10.204,0.778
69,R146673-(0001)-.dcm,0.029,3058.483,2667.110,3423.250,1.456,0.904
70,R146673-(0001)-.dcm,0.030,3103.377,2858.102,3319.306,-1.397,0.942
71,R146673-(0001)-.dcm,0.031,3040.528,2751.832,3315.506,1.364,0.965
72,R146673-(0001)-.dcm,0.024,3230.748,2841.080,3405.258,17.146,0.753
73,R146673-(0001)-.dcm,0.024,3245.976,2857.510,3464.460,23.962,0.754
74,R146673-(0001)-.dcm,0.024,3308.202,2826.661,3532.435,30.379,0.772
75,R146673-(0001)-.dcm,0.028,3278.638,2910.989,3437.298,23.912,0.888
76,R146673-(0001)-.dcm,0.024,3240.322,3114.240,3417.000,25.263,0.753
77,R146673-(0001)-.dcm,0.025,3136.106,2854.489,3426.000,13.496,0.787
78,R146673-(0001)-.dcm,0.023,3214.057,3066.906,3373.896,8.297,0.743
79,R146673-(0001)-.dcm,0.026,3056.928,2864.331,3316.188,28.951,0.822
80,R146673-(0001)-.dcm,0.026,3005.459,2912.117,3272.250,38.491,0.812
81,R146673-(0001)-.dcm,0.024,3074.195,2963.989,3240.673,53.807,0.778
82,R146673-(0001)-.dcm,0.027,3140.923,3058.464,3287.250,62.049,0.849
83,R146673-(0001)-.dcm,0.027,3243.662,3108.633,3416.510,54.345,0.867
84,R146673-(0001)-.dcm,0.028,3183.061,3033.196,3346.875,47.095,0.888
85,R146673-(0001)-.dcm,0.026,3121.224,2839.000,3280.890,31.950,0.839
86,R146673-(0001)-.dcm,0.026,3143.802,2902.062,3317.430,23.749,0.836
87,R146673-(0001)-.dcm,0.025,3129.217,2878.152,3292.750,18.610,0.792
88,R146673-(0001)-.dcm,0.024,3117.442,2824.491,3280.875,8.130,0.758
89,R146673-(0001)-.dcm,0.027,3078.997,2803.326,3283.298,22.859,0.847
90,R146673-(0001)-.dcm,0.026,3095.602,2824.796,3239.250,36.225,0.816
91,R146673-(0001)-.dcm,0.025,3049.098,2770.519,3215.250,51.170,0.806
92,R146673-(0001)-.dcm,0.027,3095.892,2797.625,3301.500,52.927,0.863
93,R146673-(0001)-.dcm,0.030,3073.407,2741.940,3329.438,53.318,0.935
94,R146673-(0001)-.dcm,0.031,3016.965,2699.958,3273.500,34.066,0.970
95,R146673-(0001)-.dcm,0.024,3018.028,2624.707,3270.705,25.787,0.757
96,R146673-(0001)-.dcm,0.023,3146.812,2828.911,3359.323,16.356,0.734
97,R146673-(0001)-.dcm,0.028,3081.042,2745.905,3285.877,14.517,0.886
98,R146673-(0001)-.dcm,0.024,3049.872,2797.186,3273.780,18.072,0.765
99,R146673-(0001)-.dcm,0.027,3043.553,2683.507,3260.739,18.273,0.855
100,R146673-(0001)-.dcm,0.026,3057.795,2793.819,3241.000,7.319,0.841
101,R146673-(0001)-.dcm,0.028,3058.936,2720.811,3344.750,5.464,0.884
102,R146673-(0001)-.dcm,0.027,3002.212,2807.696,3230.125,1.032,0.850
103,R146673-(0001)-.dcm,0.023,3206.047,2836.609,3350.750,-1.193,0.735
104,R146673-(0001)-.dcm,0.026,3273.695,3041.759,3410.000,-4.198,0.837
105,R146673-(0001)-.dcm,0.023,3012.682,2505.792,3264.500,5.528,0.715
106,R146673-(0001)-.dcm,0.022,3277.958,2726.750,3505.000,7.679,0.687
107,R146673-(0001)-.dcm,0.023,3282.513,3017.430,3451.750,9.067,0.729
108,R146673-(0001)-.dcm,0.023,3263.964,3198.112,3432.500,17.650,0.707
109,R146673-(0001)-.dcm,0.026,3221.350,3026.952,3447.500,27.284,0.818
110,R146673-(0001)-.dcm,0.027,3259.214,2798.312,3489.619,33.546,0.845
111,R146673-(0001)-.dcm,0.024,3268.990,2852.768,3449.050,41.295,0.754
112,R146673-(0001)-.dcm,0.027,3179.153,2857.626,3462.125,39.611,0.864
113,R146673-(0001)-.dcm,0.028,3062.178,2645.253,3312.475,28.960,0.901
114,R146673-(0001)-.dcm,0.028,3153.658,2903.943,3417.375,29.249,0.877
115,R146673-(0001)-.dcm,0.028,3229.080,2809.172,3546.414,29.867,0.892
116,R146673-(0001)-.dcm,0.021,3316.141,2763.250,3455.576,26.565,0.633
117,R146673-(0001)-.dcm,0.025,3182.120,2737.385,3474.000,21.801,0.783
118,R146673-(0001)-.dcm,0.027,3232.648,2790.542,3467.296,22.270,0.869
119,R146673-(0001)-.dcm,0.026,3172.111,2830.898,3386.812,19.113,0.818
120,R146673-(0001)-.dcm,0.024,3334.659,2776.196,3533.000,17.186,0.777
121,R146673-(0001)-.dcm,0.029,3216.113,2819.486,3483.375,14.962,0.919
122,R146673-(0001)-.dcm,0.028,3361.417,2955.156,3693.849,14.744,0.902
123,R146673-(0001)-.dcm,0.028,3276.113,2831.640,3608.750,13.069,0.880
124,R146673-(0001)-.dcm,0.025,3221.915,2924.000,3461.125,11.094,0.796
125,R146673-(0001)-.dcm,0.026,3215.410,2907.574,3407.585,5.339,0.823
126,R146673-(0001)-.dcm,0.027,3248.494,2816.277,3512.188,2.556,0.858
127,R146673-(0001)-.dcm,0.029,3282.040,2892.986,3558.926,3.846,0.913
128,R146673-(0001)-.dcm,0.029,3193.743,2661.331,3450.375,0.000,0.926
129,R146673-(0001)-.dcm,0.027,3263.279,2855.647,3519.000,-3.641,0.844
130,R146673-(0001)-.dcm,0.025,3208.914,2816.152,3476.000,-4.357,0.806
131,R146673-(0001)-.dcm,0.026,3254.660,2940.333,3455.250,-8.054,0.820
132,R146673-(0001)-.dcm,0.025,3319.849,2950.953,3515.223,-3.270,0.805
133,R146673-(0001)-.dcm,0.027,3214.361,2766.500,3492.000,-14.534,0.854
134,R146673-(0001)-.dcm,0.030,3297.105,2801.541,3542.000,-17.103,0.937
135,R146673-(0001)-.dcm,0.031,3296.115,2801.371,3521.000,-25.346,0.966
136,R146673-(0001)-.dcm,0.030,3273.240,2775.795,3539.000,-24.677,0.935
137,R146673-(0001)-.dcm,0.026,3260.733,2971.375,3548.750,-23.199,0.816
138,R146673-(0001)-.dcm,0.029,3299.568,2845.258,3498.289,-28.045,0.928
139,R146673-(0001)-.dcm,0.030,3290.235,2897.345,3574.000,-25.942,0.945
140,R146673-(0001)-.dcm,0.032,3231.641,2731.073,3491.250,-29.310,1.001
141,R146673-(0001)-.dcm,0.031,3216.980,2760.633,3481.750,-32.816,0.975
142,R146673-(0001)-.dcm,0.029,3252.476,2760.796,3569.438,-38.585,0.921
143,R146673-(0001)-.dcm,0.029,3345.106,2905.160,3590.507,-46.332,0.931
144,R146673-(0001)-.dcm,0.028,3288.129,2822.712,3528.260,-53.130,0.880
145,R146673-(0001)-.dcm,0.026,3359.993,2832.780,3554.500,-51.667,0.839
146,R146673-(0001)-.dcm,0.027,3471.924,3017.000,3726.647,-57.295,0.864
147,R146673-(0001)-.dcm,0.027,3297.406,2863.862,3562.864,-57.450,0.854
148,R146673-(0001)-.dcm,0.026,3297.262,2891.099,3551.000,-56.459,0.817
149,R146673-(0001)-.dcm,0.025,3170.577,2942.438,3366.500,-65.647,0.798
150,R146673-(0001)-.dcm,0.025,3210.244,2731.898,3438.864,-76.633,0.795
151,R146673-(0001)-.dcm,0.026,3203.348,2648.990,3505.072,-79.216,0.818
152,R146673-(0001)-.dcm,0.026,3099.324,2672.000,3359.000,-81.055,0.837
153,R146673-(0001)-.dcm,0.026,3026.009,2850.000,3209.000,-80.538,0.838
154,R146673-(0001)-.dcm,0.027,3117.299,2884.347,3354.867,-83.938,0.870
155,R146673-(0001)-.dcm,0.025,3252.632,2933.325,3457.688,-81.714,0.797
156,R146673-(0001)-.dcm,0.030,3295.102,2832.680,3506.546,-83.047,0.949
157,R146673-(0001)-.dcm,0.030,3332.680,2946.492,3578.460,-83.918,0.939
158,R146673-(0001)-.dcm,0.029,3297.344,3076.958,3529.000,-81.327,0.914
159,R146673-(0001)-.dcm,0.030,3381.267,3008.427,3602.002,-89.068,0.942
160,R146673-(0001)-.dcm,0.028,3354.667,3048.224,3615.500,-87.039,0.889
161,R146673-(0001)-.dcm,0.028,3353.476,2872.036,3616.500,-87.553,0.896
162,R146673-(0001)-.dcm,0.029,3255.221,3008.866,3526.312,-84.806,0.930
