"reg_no","genus","species","latitude","longitude","tail_shape","sex","institution","plain_number","id","ratio","svl","tail_length","sh_mbd","sh_mtw","sh_hwe","sh_hda","sh_hd","sh_tl"
"J76618","Anilios","proximus",-24.96,148,"pointy","f","QM","76618","QM_J76618",0.02,219.5,4,-3.42563945616373,-3.96223787421241,-3.91888017515428,-4.61432356797458,-4.29942893199791,-4.00505787139534
"J87197","Anilios","proximus",-27.665,152.968,"pointy","f","QM","87197","QM_J87197",0.02,328.5,6.5,-3.53904335246447,-3.96275569434712,-3.97564870130836,-4.56489628685015,-4.38599186786996,-3.92273466102307
"J76616","Anilios","proximus",-24.8,147.89,"pointy","m","QM","76616","QM_J76616",0.04,234,9.75,-3.30181624537781,-3.58351893845611,-3.78103223060398,-4.51531385686623,-4.14969465730527,-3.17805383034795
"J77667","Anilios","proximus",-23.756,149.107,"pointy","f","QM","77667","QM_J77667",0.026,353,9,-3.41159115359699,-3.87176774370855,-3.87176774370855,-4.55678479818525,-4.32638022263399,-3.66924347959708
"J76615","Anilios","proximus",-24.8,147.89,"pointy","f","QM","76615","QM_J76615",0.02,245,4,-3.39834431267975,-3.82043030202395,-3.706170951224,-4.38611661992541,-4.10749183458614,-4.11496384942484
"J62483","Anilios","proximus",-26.391,153.817,"pointy","m","QM","62483","QM_J62483",0.048,219,10.5,-3.34331624579147,-3.53121245888392,-3.64161251948503,-4.61665136836205,-4.06865011284732,-3.03769647265302
"J62482","Anilios","proximus",-26.39,153.82,"pointy","f","QM","62482","QM_J62482",0.03,358,9,-3.66896729179382,-4.13743868915393,-4.04157191568835,-4.60796739060915,-4.39892844547648,-3.68330840906448
"J69357","Anilios","proximus",-25.057,148.213,"pointy","f","QM","69357","QM_J69357",0.024,414,10,-3.41249281966501,-3.78835287757498,-3.88169061757891,-4.56608883594562,-4.2233314314293,-3.72328088083127
"J89808","Anilios","proximus",-27.09,150.66,"pointy","m","QM","89808","QM_J89808",0.04,172,6,-3.57679739269578,-3.75621257418252,-3.85139838361171,-4.4796651042378,-4.16541600440129,-3.3557350075854
"J81309","Anilios","ligatusE",-19.854,147.025,"pointy","m","QM","81309","QM_J81309",0.046,217,10,-3.32641485103072,-3.68519959715554,-3.76746393212656,-4.5869048380108,-4.22616576565127,-3.07731226054641
"J89804","Anilios","ligatusE",-26.94,150.38,"pointy","m","QM","89804","QM_J89804",0.04,211,9.5,-3.19603442187742,-3.52408822672498,-3.74442222371264,-4.43556740160191,-4.00119094999933,-3.10056633486957
"J87267","Anilios","ligatusE",-16.591,145.198,"pointy","m","QM","87267","QM_J87267",0.05,240,12,-3.41758086091268,-3.67975454633694,-3.68555166402126,-4.38871562282468,-4.09309534282167,-2.99573227355399
"J81321","Anilios","ligatusE",-21.08,147.79,"pointy","female?","QM","81321","QM_J81321",0.03,254,8.5,-3.21838381993823,-3.765777505108,-3.66707173630254,-4.57225337097495,-4.10941823120783,-3.39726810352227
"J89565","Anilios","ligatusE",-27.669,152.516,"pointy","f","QM","89565","QM_J89565",0.032,278.25,9,-3.49791016190142,-3.79914365735629,-3.75364561421709,-4.54502133929759,-4.15261347034608,-3.43129541281943
"J85319","Anilios","unguirostris",-21.77,147.92,"pointy","f","QM","85319","QM_J85319",0.02,281,5,-3.87362387249361,-4.30598865023941,-4.31127966787383,-4.90119060335703,-4.6159037416312,-4.02891675689964
"J76932","Anilios","unguirostris",-22.717,147.522,"pointy","f","QM","76932","QM_J76932",0.015,338,5,-3.69124912346925,-4.1629148687334,-4.21061247406912,-4.87332038752263,-4.59486840246027,-4.21360798304892
"J88951","Anilios","unguirostris",-16.66,139.18,"pointy","m","QM","88951","QM_J88951",0.03,318.5,8,-3.9997482092737,-4.15019254130858,-4.34898364088319,-5.02168513028284,-4.62899974882108,-3.68418093333238
"J96911","Anilios","unguirostris",-23.233,150.699,"pointy","f","QM","96911","QM_J96911",0.014,294,4,-3.83670099888955,-4.53142671174254,-4.30481367263958,-4.89739772081155,-4.60687231405862,-4.29728540621879
"R.148795","Anilios","proximus",-17.38,145.38,"pointy","f","AM","148795","AM_R.148795",0.02,481,11,-3.63505298837946,-3.92142255243965,-4.11790476010305,-4.72777250808042,-4.52720864451838,-3.77797199730739
"R.12125","Anilios","pinguis",-34.03,117.63,"pointy","f","AM","12125","AM_R.12125",0.03,427,11,-3.17674321417083,-3.85236316902181,-3.82946140473513,-4.60751485294735,-4.20518454364455,-3.65888874043025
"R.41163","Anilios","ligatusE",-30.75,148.67,"pointy","f","AM","41163","AM_R.41163",0.03,350,10,-3.0655418049475,-3.60139199999082,-3.66070857714724,-4.35942680275664,-3.80895082028833,-3.55534806148941
"R.63835","Anilios","ligatusE",-18.2,144.78,"pointy","f","AM","63835","AM_R.63835",0.03,386,12,-3.19361468947423,-3.65675841580007,-3.83657433359832,-4.51600224141691,-4.041123076178,-3.47093071967683
"R.118650","Anilios","proximus",-34.55,146.4,"pointy","f","AM","118650","AM_R.118650",0.02,359.5,7,-3.41788664077301,-3.73995316936062,-3.91411141551542,-4.561625891945,-4.09880512161122,-3.93880402810579
"R.174275","Anilios","proximus",-30.77,149.758,"pointy","m","AM","174275","AM_R.174275",0.04,289.5,13,-3.25492368393194,-3.45988088349025,-3.80330027271444,-4.46068860343286,-4.03989563033836,-3.10320593955151
"R.27306","Anilios","pinguis",-33.53,118.5,"pointy","f","AM","27306","AM_R.27306",0.04,284.5,11.75,-2.99538084146462,-3.40842909145727,-3.5921323777584,-4.33566640173486,-3.81655306845438,-3.18688001297622
"R.163332","Anilios","proximus",-35.11,147.299,"pointy","f","AM","163332","AM_R.163332",0.02,299.5,6.25,-3.57507389707639,-4.046747573233,-3.9494423370355,-4.52808548960264,-4.28747558342647,-3.86953295380719
"R.16743","Anilios","ligatusE",-28.98,149,"pointy","m","AM","16743","AM_R.16743",0.05,220.5,10.5,-3.17506510376511,-3.61671700786571,-3.66424214972855,-4.43846501968157,-3.90411782592103,-3.04452243772342
"R.161717","Anilios","proximus",-30.36,150.911,"pointy","m","AM","161717","AM_R.161717",0.02,295,6.5,-3.36409756007801,-3.67741994212415,-3.85679677720782,-4.50678308067929,-4.21679951123923,-3.81517317943823
"R.129327","Anilios","wiedii",-30.75,150.72,"pointy","m","AM","129327","AM_R.129327",0.04,184.5,7.25,-4.08302673728944,-4.30135873160643,-4.36323413532451,-4.88117722685937,-4.56793184084797,-3.236647994614
"R.17863","Anilios","wiedii",-33.38,148.02,"pointy","m","AM","17863","AM_R.17863",0.04,177,6.5,-3.86511785595449,-4.13410779539411,-4.29031820818438,-4.80804041100943,-4.5032052593314,-3.30434755567224
"R.123430","Anilios","proximus",-33.05,148.28,"pointy","m","AM","123430","AM_R.123430",0.04,234.5,10,-3.55385663690274,-3.6623683285656,-3.85001967812291,-4.46977485992551,-4.13970776930155,-3.15487049489229
"R.15661","Anilios","wiedii",-31.43,149.6,"pointy","f","AM","15661","AM_R.15661",0.02,232.5,4.75,-3.89602266408171,-4.24742055091959,-4.32071913411776,-4.87227686072342,-4.55484510210058,-3.89074560698086
"R.175581","Anilios","wiedii",-31.43,143.88,"pointy","m","AM","175581","AM_R.175581",0.02,282,7,-4.15350748688107,-4.55671780260214,-4.52349215497382,-5.15332705611944,-4.8111742274256,-3.6959969218828
"R.71171","Anilios","wiedii",-31.35,150.65,"pointy","m","AM","71171","AM_R.71171",0.04,200,8,-3.94506285950635,-4.1509149137105,-4.35441146764091,-4.96184512992682,-4.63048799397238,-3.2188758248682
"R.130480","Anilios","wiedii",-29.72,152.93,"pointy","m","AM","130480","AM_R.130480",0.03,287,8,-4.04704879434572,-4.3444153639281,-4.54106729979533,-5.14665858933096,-4.68115609296601,-3.58004067407979
"R.127956","Anilios","troglodytes",-16.53,145.13,"pointy","u","AM","127956","AM_R.127956",0.02,204,5,-4.03164596800654,-4.19644243224511,-4.23631482349249,-4.82037960962688,-4.33604152143206,-3.70868208141012
"R.40107","Anilios","wiedii",-32.05,150.87,"pointy","f","AM","40107","AM_R.40107",0.02,247,5,-4.18630005141188,-4.52357154210521,-4.44640322560302,-4.95550322340154,-4.80381863606948,-3.89995042419388
"R.32740","Anilios","wiedii",-31.65,148.45,"pointy","f","AM","32740","AM_R.32740",0.02,229,5,-4.10797414230238,-4.30231989206314,-4.44790520903147,-4.9637183743085,-4.85150638370158,-3.82428409112014
"R.8515","Anilios","troglodytes",-23.37,150.53,"pointy","f","AM","8515","AM_R.8515",0.02,211.25,5,-3.98567591500291,-4.31100032905757,-4.44680187021663,-5.09453157108578,-4.71382342770289,-3.74360435380318
"R.5333","Anilios","affinis",-25.37,151.12,"pointy","f","AM","5333","AM_R.5333",0.01,213,3,-4.01192115869413,-4.30003566358508,-4.34244484551018,-5.00012731649784,-4.70896697966973,-4.26267987704132
"R.135419","Anilios","affinis",-29.1,146.27,"pointy","f","AM","135419","AM_R.135419",0.02,266,5,-4.10075604939356,-4.45370840264514,-4.58654767389009,-5.1292410365041,-4.8953616700453,-3.9740583963476
"R.87755","Anilios","centralis",-23.7,133.82,"pointy","f","AM","87755","AM_R.87755",0.02,290,4.5,-3.91634266657266,-4.43150669193725,-4.47595845450808,-4.99438867765929,-4.86563969491499,-4.16580352620425
"R.6586","Anilios","wiedii",-33.47,144.98,"pointy","f","AM","6586","AM_R.6586",0.02,257.5,4,-4.23729605181874,-4.42284862919414,-4.58024080294557,-5.22893622093468,-4.87298617735389,-4.1647253589839
"R.128000","Anilios","troglodytes",-16.53,145.13,"pointy","","AM","128000","AM_R.128000",0.04,199,8,-3.83818427267475,-4.23899279495296,-4.2217212084443,-5.02327768751143,-4.64620158266595,-3.21386328304466
"R.145498","Anilios","wiedii",-33.38,148.02,"pointy","m","AM","145498","AM_R.145498",0.04,198,7,-4.04989279965127,-4.18965474202643,-4.32128318450486,-5.04925013022404,-4.73725961729571,-3.34235688163922
"R.142984","Anilios","affinis",-29.343,146.231,"pointy","m","AM","142984","AM_R.142984",0.03,248.5,7,-4.24147766939071,-4.38404073404558,-4.56571733757629,-5.10333319470985,-4.90567727391579,-3.56953269648137
"R.97853","Anilios","leucoproctus",-12.75,143.22,"pointy","f","AM","97853","AM_R.97853",0.03,116.5,3,-3.79662717548887,-4.34909837480492,-4.10037127008896,-4.72833247076421,-4.54277989338881,-3.65927898433765
"R.59060","Anilios","leucoproctus",-10.12,142.12,"pointy","m","AM","59060","AM_R.59060",0.03,93.5,3,-3.77482188391466,-3.92548215880215,-4.09648589066344,-4.62679265000126,-4.27945074114314,-3.43934914762653
"R.145499","Anilios","wiedii",-33.38,148.02,"pointy","f","AM","145499","AM_R.145499",0.02,268,5,-4.19846206964033,-4.38651430114327,-4.51940336423067,-5.13673170823326,-4.88541727995235,-3.98154906807676
"R.17041","Anilios","broomi",-16.97,145.53,"pointy","m","AM","17041","AM_R.17041",0.03,166,4.5,-4.03869330767272,-4.45446778543975,-4.3629329758583,-4.98095952595014,-4.62956163911225,-3.60791039158027
"R.178142","Anilios","centralis",-23.81,133.49,"pointy","f","AM","178142","AM_R.178142",0.03,228.5,6,-4.10049032344485,-4.19026762126463,-4.27465501354217,-4.8892119195089,-4.6385436948046,-3.6397767411062
"R.16759","Anilios","affinis",-28.98,149,"pointy","m","AM","16759","AM_R.16759",0.03,221,6,-4.18324995715348,-4.2699916106081,-4.5739872585514,-5.09067800176979,-4.92192852252138,-3.6064032322897
"R.58961","Anilios","leucoproctus",-10.12,142.12,"pointy","f","AM","58961","AM_R.58961",0.03,105.5,3,-3.88168228837547,-4.23344321751178,-4.18870732367039,-4.67382459072617,-4.4118508749846,-3.56009866424801
"R.128848","Anilios","broomi",-17.73,145.27,"pointy","f","AM","128848","AM_R.128848",0.02,186,3,-4.13214692686864,-4.46260712133322,-4.40157123074685,-5.01873250432888,-4.6269101726245,-4.12713438504509
"R.12889","Anilios","yirrikalae",-14.47,132.27,"pointy","","AM","12889","AM_R.12889",0.01,133.5,2,-3.87525415764106,-4.4590775674906,-3.97581274330348,-4.53642703356849,-4.30631481293819,-4.20095429728036
"R.4537","Anilios","leucoproctus",-10.75,142.58,"pointy","m","AM","4537","AM_R.4537",0.03,145,5,-4.05446093886887,-4.17697682680237,-4.26623792352602,-4.90907509394676,-4.56794084421974,-3.36729582998647
"R.42756","Anilios","batillus",-35.132,147.434,"","f","AM","42756","AM_R.42756",,313,7,-3.9544437213121,-4.13676527810605,-4.2201468870451,-4.829912458666,-4.4324795222551,-3.80029304148484
"R45005","Anilios","grypusET",-26.08,140.9,"round to point","f","SAM","45005","SAM_R45005",0.01,305,4,-4.46754880811204,-5.0024719834571,-4.73449498208465,-5.29504404120307,-5.06279177369062,-4.33401741548752
"R47762","Ramphotyphlops","acuticauda",7.367,134.55,"taper to a point, pointy spur","f","SAM","47762","SAM_R47762",0.03,231,7,-4.05362646920332,-4.5586501703532,-4.27926690071611,-5.05715530973115,-4.64942519499213,-3.49650756146648
"R48029","Ramphotyphlops","acuticauda",7.62,134.64,"taper to a point, pointy spur","m","SAM","48029","SAM_R48029",0.04,208,8,-3.95877198500222,-4.47043759201793,-4.26938499851792,-5.0154545805322,-4.60517018598809,-3.25809653802148
"R3565","Anilios","affinis",-19.6,146.83,"round to point, no spur","f","SAM","3565","SAM_R3565",0.014,222,3,-4.41686058734951,-4.69464158881858,-4.53978742672524,-5.08786664203225,-4.83169783528654,-4.30406509320417
"R55645","Anilios","affinis",-23.63,149.2,"round to point, no spur","m","SAM","55645","SAM_R55645",0.03,110,3,-3.9973828543793,-4.25579454453097,-4.11826474593975,-4.78386197473147,-4.27521263038807,-3.60186807712431
"R926A","Anilios","australis",-32.12,115.83,"round to point","f","SAM","926A","SAM_R926A",0.03,230,7,-3.81671282562382,-4.2381145259948,-4.01980190195025,-4.74994467018679,-4.37682280679885,-3.49216915986788
"R26901","Anilios","australis",-31.75,115.78,"round to point","m","SAM","26901","SAM_R26901",0.044,225,10,-4.01491742859078,-4.31084357081764,-4.15763941259441,-4.71796568013344,-4.35831010805657,-3.11351530921037
"R926B","Anilios","australis",-32.12,115.83,"round to point","m","SAM","926B","SAM_R926B",0.04,182,8,-3.79301971336653,-3.83282596376695,-3.95985209311803,-4.61067984179906,-4.21446549346305,-3.12456514539696
"R860","Anilios","bicolor",-34.93,138.68,"sharp pointy","f","SAM","860","SAM_R860",0.028,289,8,-3.23193652423845,-3.71198163660728,-3.6965210335009,-4.4165249518981,-3.99307544993468,-3.5869851464326
"R1796","Anilios","bicolor",-36.37,140.7,"sharp pointy","f","SAM","1796","SAM_R1796",0.03,390,13,-3.24748635890947,-4.34874065704042,-3.68887945411394,-4.33494733490808,-4.06105858458863,-3.40119738166216
"R3720","Anilios","bicolor",-34.43,135.93,"sharp pointy","f","SAM","3720","SAM_R3720",0.025,395,10,-3.42554195355989,-3.96265029912508,-3.90949455907479,-4.56789879119086,-4.16080898735569,-3.67630067190708
"R6200","Anilios","bicolor",-34.67,138.88,"sharp pointy","f","SAM","6200","SAM_R6200",0.03,353,12,-3.74300962983669,-3.9778844030697,-3.79707685110696,-4.36239066015702,-4.11726820212404,-3.3815614071453
"R43160","Anilios","bicolor",-34.57,139.6,"sharp pointy","f","SAM","43160","SAM_R43160",0.027,334,9,-3.3644555560089,-3.76215865878157,-3.93473404968836,-4.6111762100483,-4.27427377337743,-3.61391641564048
"R55342","Anilios","bicolor",-33.72,139.98,"sharp pointy","f","SAM","55342","SAM_R55342",0.03,255,8,-3.81493188125283,-4.14254666403998,-3.92385746307515,-4.60909946412798,-4.24380039774515,-3.46182200347859
"R63435","Anilios","bicolor",-31.481,131.496,"sharp pointy","f","SAM","63435","SAM_R63435",0.027,226,6,-3.44784382753933,-3.90981305977734,-3.77766231075195,-4.37321600499173,-4.14517219885968,-3.62877553004423
"R63472","Anilios","bicolor",-30.17,139.33,"sharp pointy","f","SAM","63472","SAM_R63472",0.03,312,10,-4.09626949063168,-4.18485856976293,-3.94625617707039,-4.4788764606638,-4.27512883969717,-3.44041809481544
"R71415","Anilios","bicolor",-33.206,136.193,"sharp pointy","f","SAM","71415","SAM_R71415",0.022,322,7,-3.67163764767943,-4.14727371498198,-3.971192940473,-4.63032874562425,-4.23553609740685,-3.8286413964891
"R2750","Anilios","bicolor",-35.02,138.6,"sharp pointy","m","SAM","2750","SAM_R2750",0.04,339,13,-3.62877553004423,-4.07159642469616,-4.03925317997594,-4.61405913340534,-4.31970295386586,-3.26105074991891
"R5832","Anilios","bicolor",-35.03,138.6,"sharp pointy","m","SAM","5832","SAM_R5832",0.041,290,12,-3.51579583830492,-3.88481044190326,-3.83570073786851,-4.42284862919414,-4.09710699491801,-3.18497427319252
"R16182","Anilios","bicolor",-35.58,140.52,"sharp pointy","m","SAM","16182","SAM_R16182",0.06,201,11,-3.48036982136257,-3.67015046900766,-3.6740643683288,-4.2772633122258,-3.96830384132674,-2.90540963526071
"R12796","Anilios","bituberculatus",-34.37,136.13,"round to point, no spur","f","SAM","12796","SAM_R12796",0.017,345,6,-3.68482969445702,-4.31966439295891,-4.3416917152772,-5.04603722114717,-4.8283137373023,-4.0517849478033
"R20806","Anilios","bituberculatus",-32.85,135.95,"round to point, no spur","f","SAM","20806","SAM_R20806",0.03,242,6,-4.17521405787163,-4.47733681447821,-4.3320565293646,-5.05068279522553,-4.63878679678708,-3.69717825692863
"R28597","Anilios","bituberculatus",-32.48,135.37,"round to point, no spur","f","SAM","28597","SAM_R28597",0.019,264,5,-4.18218272718772,-4.51123836615389,-4.45101950616083,-5.02782769463663,-4.84358120943309,-3.96651119071222
"R40019","Anilios","bituberculatus",-27.18,140.15,"round to point, no spur","f","SAM","40019","SAM_R40019",0.01,364,5,-4.27578738433737,-4.66459360645889,-4.6273933227728,-5.19901914556576,-4.89652198732883,-4.28771595520264
"R44731","Anilios","bituberculatus",-27.556,134.425,"round to point, no spur","f","SAM","44731","SAM_R44731",0.015,261,4,-4.23215438822836,-4.68905166996879,-4.51020837755116,-5.22093070293262,-4.856484614269,-4.1782260462028
"R44841","Anilios","bituberculatus",-26.25,131.79,"round to point, no spur","f","SAM","44841","SAM_R44841",0.02,256,4,-4.45325414396225,-4.73424722826323,-4.51913584864629,-5.20870520785835,-4.76127590065115,-4.15888308335967
"R59212","Anilios","bituberculatus",-34.013,138.085,"round to point, no spur","f","SAM","59212","SAM_R59212",0.019,363,7,-4.16985211473025,-4.53856768062967,-4.48341586055459,-5.19130532285174,-4.84358120943309,-3.94849268520954
"R63990","Anilios","bituberculatus",-32.72,137.9,"round to point, no spur","f","SAM","63990","SAM_R63990",0.02,258,5,-4.12025885098757,-4.56341839130787,-4.44110206950349,-5.43074195219737,-4.82541097764434,-3.94352167248752
"R70271","Anilios","bituberculatus",-29.889,133.583,"round to point, no spur","f","SAM","70271","SAM_R70271",0.016,376,6,-4.0038817016521,-4.65982859852596,-4.57892195991316,-5.2720691404731,-4.96641482561689,-4.13782967416184
"R9214","Anilios","bituberculatus",-33.67,135.47,"round to point, no spur","m","SAM","9214","SAM_R9214",0.03,217,6,-3.9836526615674,-4.27133473401918,-4.26148243757617,-4.90366317454409,-4.63796000881108,-3.5881378843124
"R24765","Anilios","bituberculatus",-28.17,140.18,"round to point, no spur","m","SAM","24765","SAM_R24765",0.024,339,8,-4.24290617028595,-4.75099768435147,-4.57896781359407,-5.21623453575956,-4.89383602635001,-3.74655856570061
"R39658","Anilios","bituberculatus",-35.76,139.99,"round to point, no spur","m","SAM","39658","SAM_R39658",0.03,216,6,-3.95458261984694,-4.26342089226603,-4.29347323733244,-5.176427548939,-4.51238845253712,-3.58351893845611
"R46448","Anilios","bituberculatus",-29.183,136.597,"round to point, no spur","m","SAM","46448","SAM_R46448",0.022,226,5,-4.48444164010195,-4.76301499635549,-4.47662910036516,-5.22168414052712,-4.79459656840579,-3.81109708683819
"R67340","Anilios","bituberculatus",-31.31,134.79,"round to point, no spur","m","SAM","67340","SAM_R67340",0.02,273,6,-4.0965447831317,-4.55168150103711,-4.41858423040768,-5.06135038667527,-4.73817842924154,-3.8177123259569
"R10174","Anilios","bituberculatus",-33.87,136,"round to point, no spur","u","SAM","10174","SAM_R10174",0.015,267,4,-4.16173358412708,-4.2952649767516,-4.28978551098697,-4.80792378159925,-4.60517018598809,-4.20095429728036
"R851","Anilios","broomi",-16.92,145.77,"round to point, no spur","u","SAM","851","SAM_R851",0.02,102,2,-3.99903438241778,-4.52061279796003,-4.58575210013099,-4.57618264911484,-4.31016207344424,-3.93182563272433
"R2175","Anilios","nigrescens",-27.97,153.18,"taper to a point, pointy spur","m","SAM","2175","SAM_R2175",0.054,389,21,-4.07197453942068,-3.866789163604,-4.30916806554161,-4.97776254909568,-4.68264549815638,-2.91905690589502
"R14158","Anilios","centralis",-23.7,133.87,"tapers to a point, small spur","f","SAM","14158","SAM_R14158",0.02,284,5,-4.76520669799261,-4.63737332648273,-4.63012691796196,-5.21719182173567,-4.91181017218449,-4.03953632572711
"R48409","Anilios","centralis",-28.199,134.707,"tapers to a point, small spur","f","SAM","48409","SAM_R48409",0.028,290,8,-4.17922654653639,-4.37241777556724,-4.55802340756239,-5.18130090816185,-4.79441218562662,-3.59043938130068
"R51254","Anilios","centralis",-27,133.47,"tapers to a point, small spur","f","SAM","51254","SAM_R51254",0.02,245,4,-4.28042828915237,-4.4645213255947,-4.49695660134786,-5.1092161227687,-4.75932086581535,-4.11496384942484
"R52863","Anilios","centralis",-26.487,134.042,"tapers to a point, small spur","f","SAM","52863","SAM_R52863",0.014,289,4,-4.04902060602915,-4.59484307183224,-4.57115330070984,-5.12993331759786,-4.8554964718961,-4.28013232699254
"R56511","Anilios","centralis",-26.99,133.41,"tapers to a point, small spur","f","SAM","56511","SAM_R56511",0.01,305,4,-4.25013593150682,-4.59214068569776,-4.94098689980641,-5.13252511170529,-5.09437334574092,-4.33401741548752
"R3809","Anilios","centralis",-23.7,133.87,"tapers to a point, small spur","m","SAM","3809","SAM_R3809",0.02,205,4,-4.39875107761508,-4.53910843531,-4.38691661996807,-5.03034036517559,-4.61497418608471,-3.93671561801852
"R51244","Anilios","centralis",-27.02,133.47,"tapers to a point, small spur","m","SAM","51244","SAM_R51244",0.03,284,7,-4.19736041092067,-4.37640864236966,-4.53055932219692,-5.16654808891691,-4.79455891000514,-3.70306408910589
"R40480","Anilios","centralis",-26.42,135.4,"tapers to a point, small spur","u","SAM","40480","SAM_R40480",0.027,256,7,-4.26981464406695,-4.56685132168595,-4.59738804554604,-5.16674100875932,-4.94086147762623,-3.59926729542425
"R932","Ramphotyphlops","depressus",,,"cone shape, taper to a point","f","SAM","932","SAM_R932",0.04,178,8,-3.96095362889973,-4.13797949811897,-4.08651016288949,-4.83819384590201,-4.42097772125832,-3.10234200861225
"R60242","Ramphotyphlops","depressus",-5.371,152.111,"cone shape, taper to a point","f","SAM","60242","SAM_R60242",0.043,235,10,-3.91842644246335,-4.30585392625497,-4.1703528658674,-4.83364708327766,-4.65310964827721,-3.15700042115011
"R934","Ramphotyphlops","depressus",,,"cone shape, taper to a point","m","SAM","934","SAM_R934",0.06,179,10,-3.85766179620926,-4.14710909418561,-3.94901157479749,-4.63926439733107,-4.32449585069372,-2.88480071284671
"R1353","Anilios","diversus",-17.97,122.23,"round, spur facing down","f","SAM","1353","SAM_R1353",0.021,195,4,-4.40170619262033,-4.8283137373023,-4.56990204715063,-5.19603851742762,-4.87422343860638,-3.88670519744386
"R51126","Anilios","diversus",-15.77,128.73,"round, spur facing down","f","SAM","51126","SAM_R51126",0.01,243,3,-4.10927021243878,-4.67328161184724,-4.49980967033027,-5.20788250110689,-4.91084582348789,-4.39444915467244
"R925","Anilios","diversus",-17.97,122.23,"round, spur facing down","m","SAM","925","SAM_R925",0.031,192,6,-4.11646236747572,-4.54454556417166,-4.32140201285745,-4.9139056676377,-4.60517018598809,-3.46573590279973
"R55325","Anilios","diversus",-21.91,140.01,"round, spur facing down","u","SAM","55325","SAM_R55325",0.02,183,3,-4.32159489548896,-4.9626260749099,-4.46279820535345,-5.360309042576,-5.06972421046626,-4.11087386417331
"R26684","Anilios","endoterus",-29.358,134.47,"round to point, no spur","f","SAM","26684","SAM_R26684",0.019,263,5,-4.24773507477596,-4.59759439217963,-4.37218924924937,-5.11472918513889,-4.57890225916748,-3.96271611974366
"R44676","Anilios","endoterus",-27.32,133.3,"round to point, no spur","f","SAM","44676","SAM_R44676",0.02,292,6,-4.37384105008744,-4.52618177466946,-4.43259920830951,-5.08896713736616,-4.61204306527585,-3.88499433304023
"R45295","Anilios","endoterus",-30.823,135.822,"round to point, no spur","f","SAM","45295","SAM_R45295",0.016,243,4,-4.05559879564626,-4.49980967033027,-4.25179285427092,-4.96833291440557,-4.66015232040544,-4.10676708222066
"R45442","Anilios","endoterus",-26.95,131.44,"round to point, no spur","f","SAM","45442","SAM_R45442",0.02,314,5,-4.05011436947436,-4.51101875486498,-4.38585561191098,-5.18977719797283,-4.73416230617919,-4.13995507347415
"R50991","Anilios","endoterus",-27.423,140.229,"round to point, no spur","f","SAM","50991","SAM_R50991",0.015,330,5,-4.18566272075689,-4.58417991009626,-4.31748811353631,-5.02898443276445,-4.63907173766377,-4.18965474202643
"R51038","Anilios","endoterus",-27.29,140.29,"round to point, no spur","f","SAM","51038","SAM_R51038",0.03,263,9,-4.33668256079246,-4.54970310447522,-4.40277267262145,-5.08357401735909,-4.79282915537677,-3.37492945484155
"R65617","Anilios","endoterus",-30.617,135.612,"round to point, no spur","f","SAM","65617","SAM_R65617",0.017,293,5,-4.06674267531343,-4.30140651431797,-4.65055319183591,-5.06498696992683,-4.94300854304035,-4.07073469658297
"R66587","Anilios","endoterus",-30.3,138.02,"round to point, no spur","f","SAM","66587","SAM_R66587",0.02,291,5,-4.03432655249585,-4.68007149416121,-4.34359925754,-5.10800945812143,-4.72941736826436,-4.06388535473739
"R70802","Anilios","endoterus",-28.815,129.549,"round to point, no spur","f","SAM","70802","SAM_R70802",0.019,258,5,-4.12264833838495,-4.3291841532995,-4.24462676527144,-5.07053343567732,-4.61295232643015,-3.94352167248752
"R20864","Anilios","endoterus",-30.45,136.88,"round to point, no spur","m","SAM","20864","SAM_R20864",0.03,250,8,-4.25733419071656,-4.47765686568913,-4.40304600189796,-5.23628197562858,-4.59720201633891,-3.44201937618241
"R58079","Anilios","endoterus",-28.399,134.088,"round to point, no spur","m","SAM","58079","SAM_R58079",0.016,308,5,-4.05487413000147,-4.48306748918719,-4.35638420406054,-5.19360641245901,-4.82184122279668,-4.12066187053947
"R4639","Anilios","grypusW",-21.32,117.22,"round to point","f","SAM","4639","SAM_R4639",0.02,292,6,-4.3902797764306,-5.02442861622859,-4.92533771358436,-5.47790294352312,-5.27797768231091,-3.88499433304023
"R19007","Anilios","grypusET",-25.9,139.35,"round to point","f","SAM","19007","SAM_R19007",0.014,276,4,-4.5872163823715,-5.07807657489179,-4.81839928024512,-5.36575864734357,-5.05508705666709,-4.23410650459726
"R55272","Anilios","grypusET",-21.9,140,"round to point","m","SAM","55272","SAM_R55272",0.02,237,5,-4.60939852209761,-4.77491296057519,-4.68415859730672,-5.40979123301116,-5.0559504903083,-3.85862222870103
"R55460","Anilios","grypusET",-26.25,139.236,"round to point","m","SAM","55460","SAM_R55460",0.021,239,5,-4.6566837204382,-4.93997018141694,-4.76842775887781,-5.48651388778501,-5.16165281209148,-3.86702563949741
"R14026","Anilios","guentheri",-17.85,129.63,"round to point, small spur","f","SAM","14026","SAM_R14026",0.02,247,4,-4.60517018598809,-5.15873146501481,-4.77222427065126,-5.4895857093318,-5.28624478531377,-4.12309397550809
"R20439","Anilios","guentheri",-15.47,128.1,"round to point, small spur","f","SAM","20439","SAM_R20439",0.012,245,3,-4.74045238151097,-5.20858859658191,-4.8969422436914,-5.31063785093608,-5.2543981326132,-4.40264592187662
