"reg_no","genus","species","latitude","longitude","tail_shape","sex","institution","plain_number","id","ratio","svl","tail_length","sh_mbd","sh_mtw","sh_hwe","sh_hda","sh_hd","sh_tl","PC1","PC2","PC3","log_svl","log_tail"
"J90500","Anilios","Anilios broomi",-17.14,144.52,"pointy","m","QM","90500","QM_J90500",0.03,137,4,-3.9323001978673,-4.04868755988471,-4.21936173042948,-4.94018363314564,-4.56230648155631,-3.53368656470823,0.767886620968345,-0.214433921904136,0.18090162429809,4.91998092582813,1.38629436111989
"J67603","Anilios","Anilios broomi",-19.442,145.675,"pointy","m","QM","67603","QM_J67603",0.024,210,5,-4.00293809589825,-4.34831557733157,-4.48000704303409,-5.04700293826713,-4.73462825322498,-3.73766961828337,-0.562187530495343,0.0307504688648464,0.193883393703085,5.34710753071747,1.6094379124341
"J90499","Anilios","Anilios broomi",-17.14,144.52,"pointy","m","QM","90499","QM_J90499",0.03,190.5,5,-4.20761025738704,-4.62639114147098,-4.4772318331123,-5.16807220757433,-5.00670601595637,-3.64021428213266,-1.62946645951068,-0.441383463575348,-0.10598258815403,5.24965219456676,1.6094379124341
"J20315","Anilios","Anilios broomi",-16.683,145.333,"pointy","m","QM","20315","QM_J20315",0.026,189,5,-3.91732805765784,-4.40883789212454,-4.59726500648098,-5.03880617106295,-4.82633157609831,-3.63230910262554,-0.731195019727415,-0.244189042391395,0.386066520165685,5.24174701505964,1.6094379124341
"J47254","Anilios","Anilios broomi",-15.47,145.25,"pointy","f","QM","47254","QM_J47254",0.02,148.5,3,-4.03360111205308,-4.42397159393876,-4.29748744682964,-5.04662889674416,-4.80173409949759,-3.90197266957464,-0.647302917961976,0.460349797277653,0.0391604639467906,5.00058495824275,1.09861228866811
"J46849","Anilios","Anilios broomi",-15.467,145.25,"pointy","m","QM","46849","QM_J46849",0.034,118.5,4,-4.08929404643603,-4.23841959006062,-4.28021671873908,-4.84212171026864,-4.55980158095824,-3.3886185994553,0.502617330996272,-0.549007691235198,-0.526950512549066,4.77491296057519,1.38629436111989
"J39843","Anilios","Anilios torresianus",-12.5,141.67,"pointy","f","QM","39843","QM_J39843",0.03,327,9,-3.53132696543239,-4.06273922280677,-4.17156251709168,-4.84605427199013,-4.50348614505957,-3.59273559356103,1.47795694764975,0.244351669911015,0.652268413553158,5.78996017089725,2.19722457733622
"J30838","Anilios","Anilios torresianus",-17.433,145.483,"pointy","m","QM","30838","QM_J30838",0.053,418,22,-3.79423996977176,-4.05724239635408,-4.03130237534547,-4.78271846402939,-4.49111551683437,-2.94443897916644,1.89273617113287,-1.28921691197967,-0.172977350651092,6.03548143252476,3.09104245335832
"J5700","Anilios","Anilios torresianus",-16.75,145.62,"pointy","m","QM","5700","QM_J5700",0.06,372,23,-3.80083274162826,-3.94203890136841,-4.05249084204933,-4.81198276279034,-4.41592818634956,-2.783399638344,2.16414594740004,-1.6847646755738,-0.0842500973754038,5.91889385427315,3.13549421592915
"J10885","Anilios","Anilios torresianus",-17.267,145.483,"pointy","m","QM","10885","QM_J10885",0.026,190.5,5,-3.60677950604642,-3.87088609986766,-3.88611482056948,-4.65356672684994,-4.27320753987285,-3.64021428213266,2.56586695584545,0.624759812083427,0.0788852633704381,5.24965219456676,1.6094379124341
"J25566","Anilios","Anilios torresianus",-17.08,145.58,"pointy","f","QM","25566","QM_J25566",0.03,143.5,4.5,-3.5663843476323,-3.82211223527951,-3.73523356348549,-4.48082721941798,-4.17108263170258,-3.4622576384234,3.38519561627506,0.44561777429938,-0.300350895747387,4.96633503519968,1.50407739677627
"J48213","Anilios","Anilios torresianus",-17.824,145.785,"pointy","m","QM","48213","QM_J48213",0.054,314,17,-3.70363750188322,-4.04464489366983,-4.12309795640773,-4.77861406875003,-4.54492030654067,-2.91617964185204,1.84853893990475,-1.37408445777997,0.101899230372022,5.74939298590825,2.83321334405622
"J48248","Anilios","Anilios torresianus",-17.79,145.78,"pointy","f","QM","48248","QM_J48248",0.03,250.5,7,-3.7275414411482,-4.09314767398825,-4.05328307542433,-4.83784000638577,-4.50461160032567,-3.57754877146961,1.38096705446243,0.169932063828416,0.174364783422247,5.52345892052492,1.94591014905531
"J47248","Anilios","Anilios torresianus",-16.917,145.767,"pointy","f","QM","47248","QM_J47248",0.059,342.5,20,-3.84976811168171,-3.92821173277806,-4.14894720661111,-4.79953477275226,-4.45122807848404,-2.84053938414829,1.92635261026931,-1.63292169867852,-0.0655355012704235,5.83627165770228,2.99573227355399
"J50852","Anilios","Anilios torresianus",-21.17,148.5,"pointy","f","QM","50852","QM_J50852",0.03,336,10.5,-3.78436822129261,-4.13721478388054,-4.1087332996742,-4.78927905335614,-4.43582934066686,-3.46573590279973,1.41986051895479,-0.0675192258619223,-0.135162132272871,5.8171111599632,2.35137525716348
"J54031","Anilios","Anilios torresianus",-11.75,142.583,"pointy","m","QM","54031","QM_J54031",0.052,287.5,15,-3.64432183703247,-4.01545301855591,-4.07505357474266,-4.88880249878295,-4.54936534481927,-2.9531726591352,1.829039995727,-1.3150298273292,0.413471019466418,5.66122286023741,2.70805020110221
"J54041","Anilios","Anilios torresianus",-11.65,142.62,"pointy","f","QM","54041","QM_J54041",0.03,340.5,10,-3.6150232442979,-4.13755560501639,-4.03118364152281,-4.84273439762874,-4.52750237340873,-3.52783003259552,1.48680950563533,0.12001387763729,0.320165483561906,5.83041512558957,2.30258509299405
"J80559","Anilios","Anilios torresianus",-17.609,145.56,"pointy","","QM","80559","QM_J80559",0.03,640,19,-3.72645152702169,-4.24662199766768,-4.34160472017497,-5.05782517689921,-4.73513651244812,-3.51702919718728,0.214899277885324,-0.307751657686493,0.711224244185061,6.46146817635372,2.94443897916644
"J79900","Anilios","Anilios torresianus",-19.63,147.05,"pointy","m","QM","79900","QM_J79900",0.06,329.5,19.5,-3.61490155762107,-3.89174442845466,-3.97787751602527,-4.64384476605337,-4.21550963830459,-2.82716188837286,3.03709427022061,-1.26227384211678,-0.194835810523925,5.79757635394256,2.9704144655697
"J79868","Anilios","Anilios torresianus",-19.265,146.818,"pointy","m","QM","79868","QM_J79868",0.056,321.5,18,-3.71057500716743,-4.06100304291848,-4.05291311115651,-4.75234679647928,-4.45524972509289,-2.88262578578151,2.09390613263417,-1.36030603503585,-0.118318090388303,5.77299754367767,2.89037175789616
"J79947","Anilios","Anilios torresianus",-22.32,148.51,"pointy","f","QM","79947","QM_J79947",0.03,395.5,13,-3.70647970437831,-4.20265928977736,-4.1246343521769,-4.84874867571661,-4.51921288309205,-3.41520142974617,1.24642554315588,-0.212664079808778,0.0926753508426287,5.98015078720771,2.56494935746154
"J80562","Anilios","Anilios torresianus",-17.582,145.301,"pointy","f","QM","80562","QM_J80562",0.024,488.5,12,-3.75116871553623,-4.16056310178428,-4.12321168970328,-4.88435891708267,-4.70181185572129,-3.70643282169484,0.758122205655248,0.31625080500772,0.392321840573235,6.19133947148284,2.484906649788
"J60625","Anilios","Anilios torresianus",-15.27,145.33,"pointy","f","QM","60625","QM_J60625",0.05,386,19,-3.78621240372702,-4.06498699759254,-4.09719837139723,-4.84727474994355,-4.50774260743949,-3.01139839029839,1.64333991945964,-1.20524515292177,0.00792811657297746,5.95583736946483,2.94443897916644
"J81278","Anilios","Anilios torresianus",-17.206,145.681,"pointy","f","QM","81278","QM_J81278",0.03,474,14,-3.70977128196868,-3.98078986267524,-4.10900851640911,-4.83413232023516,-4.47203444124212,-3.52214999207982,1.5537622892405,0.0171687563089846,0.340556235121998,6.16120732169508,2.63905732961526
"J85794","Anilios","Anilios torresianus",-17.7,145.53,"pointy","f","QM","85794","QM_J85794",0.03,543.5,16,-3.59801167715632,-4.13011951689382,-4.10581767104859,-4.88096368677462,-4.43317468226266,-3.52544098432148,1.48800827640607,0.111647392960076,0.36757050779068,6.29802970656126,2.77258872223978
"J87053","Anilios","Anilios torresianus",-15.793,145.233,"pointy","m","QM","87053","QM_J87053",0.057,350,19.5,-3.75868898550744,-3.99695861623393,-4.15682805352353,-4.89858293314886,-4.6356293934728,-2.88751868891376,1.51820780692488,-1.61558202320818,0.370749037413173,5.85793315448346,2.9704144655697
"J60852","Anilios","Anilios silvia",-25.47,153.05,"pointy","","QM","60852","QM_J60852",0.05,147,7,-3.93961096194698,-3.87529099615942,-4.12123346243843,-4.87264955112235,-4.43942517337991,-3.04452243772342,1.69380254818947,-1.24877334460628,-0.0103927488507602,4.99043258677874,1.94591014905531
"J77029","Anilios","Anilios silvia",-26.313,152.969,"pointy","","QM","77029","QM_J77029",0.027,148,4,-3.73733183749988,-4.18406230080947,-4.11966237020639,-4.72718513655106,-4.49039467139566,-3.61091791264422,1.32601613410603,0.312250310734607,-0.116665210772502,4.99721227376411,1.38629436111989
"J85945","Anilios","Anilios silvia",-25.88,153.07,"pointy","f","QM","85945","QM_J85945",0.02,174,4.25,-3.90772192352876,-4.2815053956568,-4.2347963976912,-4.81901799642882,-4.59090460882927,-3.7121363162782,0.507885520129587,0.324756860396779,-0.210829525354163,5.15905529921453,1.44691898293633
"J76833","Anilios","Anilios silvia",-26.424,153.026,"pointy","","QM","76833","QM_J76833",0.029,104,3,-3.6774070529517,-4.00517206060698,-3.94625617707039,-4.66970870712566,-4.25912849835073,-3.54577861047326,2.28974926873089,0.373289009200707,-0.211726102318778,4.64439089914137,1.09861228866811
"J82203","Anilios","Anilios silvia",-26.59,152.98,"pointy","","QM","82203","QM_J82203",0.02,169.5,4,-3.7718763736849,-4.09611604187048,-4.01280535743233,-4.6978290164708,-4.42481713376681,-3.74655856570061,1.57750253764055,0.683364988694563,-0.199373759454618,5.1328529268205,1.38629436111989
"J27386","Anilios","Anilios silvia",-25.967,153.117,"pointy","m","QM","27386","QM_J27386",0.043,141,6,-3.59938888336288,-3.74428721101058,-3.98367899433458,-4.63030615925963,-4.20207194289019,-3.15700042115011,3.05142927251218,-0.514529454052839,0.0894862232821869,4.94875989037817,1.79175946922805
"J23620","Anilios","Anilios silvia",-25.97,153.1,"pointy","","QM","23620","QM_J23620",0.03,138,4,-3.83700964615961,-4.0771027557876,-4.01698102560861,-4.59435926988388,-4.31748811353631,-3.54095932403731,1.94778936670605,0.284301800342065,-0.618933525374889,4.92725368515721,1.38629436111989
"J35872","Anilios","Anilios silvia",-25.683,152.883,"pointy","","QM","35872","QM_J35872",0.025,157,4,-4.11039627123261,-4.52268069461283,-4.19758418631079,-4.86562544573966,-4.64413615452148,-3.66995144422842,-0.100538974564995,0.141770008027129,-0.809925397943141,5.05624580534831,1.38629436111989
"J31577","Anilios","Anilios silvia",-25.18,153.27,"pointy","","QM","31577","QM_J31577",0.03,144.5,4.5,-3.95262876035409,-4.14910406458614,-4.06099679707587,-4.7303333289421,-4.45448571413732,-3.46920211077621,1.32422262777913,-0.0961632759881231,-0.555699056727317,4.97327950755249,1.50407739677627
"J46128","Anilios","Anilios silvia",-26.167,152.917,"pointy","","QM","46128","QM_J46128",0.053,131,7,-3.89687120040754,-3.92353944748971,-3.99764741964343,-4.48993492241051,-4.29019230126091,-2.92928717414584,2.68772945043944,-1.1143919526562,-0.877866700895336,4.87519732320115,1.94591014905531
"J31576","Anilios","Anilios silvia",-25.18,153.27,"pointy","","QM","31576","QM_J31576",0.03,145,4,-3.88481044190326,-4.10126500506667,-4.09296620225198,-4.69532128298239,-4.40858305203531,-3.59043938130068,1.45561554589923,0.238823312394477,-0.422885862655871,4.97673374242057,1.38629436111989
"J8521","Anilios","Anilios silvia",-26.633,152.967,"pointy","","QM","8521","QM_J8521",0.05,169.5,8.5,-3.86590532333318,-3.94806294191134,-4.05785050379153,-4.58762587633718,-4.33760052332341,-2.99278676332423,2.36546519098383,-1.05568756757604,-0.597694590480199,5.1328529268205,2.14006616349627
"J31579","Anilios","Anilios silvia",-24.87,153.27,"pointy","","QM","31579","QM_J31579",0.03,140,4,-3.98037832509242,-4.13071220639298,-4.02535169073515,-4.61594228297,-4.37917356569147,-3.55534806148941,1.5724005444557,0.208403429434894,-0.842248067958008,4.9416424226093,1.38629436111989
"J43785","Anilios","Anilios silvia",-25.967,153.117,"pointy","","QM","43785","QM_J43785",0.056,71,4,-3.68046425718865,-3.72911476630584,-3.74091431323699,-4.3245552807594,-4.05566570765699,-2.87638551592142,4.12673232552768,-0.841625059963873,-0.894995961834663,4.26267987704132,1.38629436111989
"J27387","Anilios","Anilios silvia",-25.97,153.12,"pointy","","QM","27387","QM_J27387",0.04,154,5.5,-3.72726934366558,-4.07187170637004,-4.02172192268457,-4.61495819235425,-4.26684438071756,-3.3322045101752,2.25663016982114,-0.132972009357904,-0.485154686662176,5.03695260241363,1.70474809223843
"J63736","Anilios","Anilios robertsi",-15.833,145.233,"pointy","","QM","63736","QM_J63736",0.016,277.5,4.75,-4.12063304212619,-4.58025786560819,-4.54571211608294,-5.03526034140164,-4.57850193890593,-4.06767631513994,-1.07577949212914,0.846755777496232,-0.397807776253129,5.62582093318649,1.55814461804655
"J7","Anilios","Anilios aspina",-23.28,145.4,"no spine","","QM","7","QM_J7",0.01,277.5,3,-4.49926927582914,-4.79074025673788,-4.70953020131233,-5.32942692013269,-5.16523652585725,-4.52720864451838,-3.53501030101977,1.22088522560206,-0.0682979319188385,5.62582093318649,1.09861228866811
"J51541","Anilios","Anilios aspina",-23.45,145.267,"no spine","","QM","51541","QM_J51541",0.024,230,5.5,-4.10307824219085,-4.42284862919414,-4.50986000618377,-5.14168529586939,-4.95874435224858,-3.73333121668477,-1.25134726538209,-0.195739119422509,0.313879746299009,5.4380793089232,1.70474809223843
"J54987","Anilios","Anilios insperatus",-27.82,152.62,"pointy","","QM","54987","QM_J54987",0.03,93.7,2.9,-3.55989413162657,-3.86460594392315,-3.90882641240252,-4.35777663245042,-4.0669744326624,-3.47538745225195,3.41834115787076,0.543052437380102,-0.55149529714295,4.54009818924438,1.06471073699243
"J31963","Anilios","Anilios chamodracaena",-12.55,141.817,"pointy","m","QM","31963","QM_J31963",0.025,157,4,-4.19335585020127,-4.42497402850645,-4.42497402850645,-4.96093562554398,-4.69508095613672,-3.66995144422842,-0.591248244833818,-0.109390599061768,-0.483172968676925,5.05624580534831,1.38629436111989
"J51980","Anilios","Anilios chamodracaena",-16.233,141.75,"pointy","f","QM","51980","QM_J51980",0.014,175.5,2.5,-4.00605195507642,-4.57707845112108,-4.55787347128503,-5.00212460442835,-4.75884614470508,-4.25134831103177,-1.26252637164276,1.25796367538344,-0.000735013531053624,5.16763904290592,0.916290731874155
"J39673","Anilios","Anilios chamodracaena",-13.08,141.95,"pointy","f","QM","39673","QM_J39673",0.01,205,2.5,-4.37716044502271,-4.66032200606317,-4.56688799941707,-5.07614990120688,-4.88475504820725,-4.40671924726425,-2.20790770235865,1.33193351964492,-0.484447668207063,5.32300997913841,0.916290731874155
"J28082","Anilios","Anilios chamodracaena",-12.967,143.483,"pointy","f","QM","28082","QM_J28082",0.017,203,3.5,-4.11474835540396,-4.16580352620425,-4.47163879336357,-5.01310138659145,-4.66610273698325,-4.06044301054642,-0.531552013855184,0.732774325631676,0.198831415544021,5.31320597904179,1.25276296849537
"J40233","Anilios","Anilios chamodracaena",-13.08,141.95,"pointy","f","QM","40233","QM_J40233",0.01,154.5,2,-4.2072849734027,-4.49496704585448,-4.40892231949594,-4.90043215396264,-4.66863053990532,-4.34704691577786,-0.998655729957965,1.52648825580456,-0.567286933576554,5.0401940963378,0.693147180559945
"J2943","Anilios","Anilios diversus",-26.417,147.117,"pointy","f","QM","2943","QM_J2943",0.02,195.5,4,-4.11084828905279,-4.52887243193745,-4.42754848830456,-5.0890808124828,-4.75083185049044,-3.88926601830553,-1.03204092679646,0.35866415526357,-0.156635553723588,5.27556037942542,1.38629436111989
"J76624","Anilios","Anilios wiedii",-26.58,148.77,"pointy","f","QM","76624","QM_J76624",0.02,238.5,4.25,-4.12370212685166,-4.63280212465018,-4.57828128577176,-5.16688461058044,-4.85918367123816,-4.02745032739207,-1.72922788151666,0.530339816353681,0.0375029424049347,5.4743693103284,1.44691898293633
"J27592","Anilios","Anilios wiedii",-27.467,153.017,"pointy","f","QM","27592","QM_J27592",0.024,253.5,6,-4.12681885297653,-4.43342374427045,-4.51471307583284,-4.89614498449685,-4.72665830183702,-3.74360435380318,-0.636991345343652,0.0842223033391345,-0.377268647649218,5.53536382303124,1.79175946922805
"J84833","Anilios","Anilios wiedii",-27.47,152.85,"pointy","f","QM","84833","QM_J84833",0.02,202,3.5,-4.02455992505642,-4.31316578510276,-4.41422257447437,-5.00078299765324,-4.79245453212418,-4.05550472890584,-0.676319412399739,0.775668972154276,0.232218067764484,5.30826769740121,1.25276296849537
"J25081","Anilios","Anilios wiedii",-28.033,151.983,"pointy","f","QM","25081","QM_J25081",0.019,214.5,4,-3.96098801005611,-4.33690619939341,-4.38062901040724,-5.04985600724954,-4.68774134001499,-3.98201537724818,-0.467705648718434,0.680056352564395,0.245454268840854,5.36830973836807,1.38629436111989
"J23961","Anilios","Anilios wiedii",-27.28,153,"pointy","f","QM","23961","QM_J23961",0.02,259,5,-3.96963575821276,-4.30836001748705,-4.35686327877114,-4.79836141501895,-4.54341061909466,-3.94739014926544,0.173643025659826,0.827158821963776,-0.310860073387704,5.55682806169954,1.6094379124341
"J43373","Anilios","Anilios wiedii",-24.133,149.8,"pointy","m","QM","43373","QM_J43373",0.035,285.5,7.5,-4.40864755007931,-4.594717129136,-4.78924459160946,-5.30007021537545,-4.92911180268307,-3.6393390085538,-2.34102588453262,-0.736353808500304,-0.107441660946189,5.65424202909607,2.01490302054226
"J69267","Anilios","Anilios wiedii",-23.75,151.12,"pointy","m","QM","69267","QM_J69267",0.04,206,8.5,-3.9720410151544,-4.25458168810576,-4.3346243957793,-4.95976684722519,-4.82105856642113,-3.18781000529331,0.164078357434612,-1.17448741045421,0.102941852921726,5.32787616878958,2.14006616349627
"J68759","Anilios","Anilios wiedii",-22.915,149.829,"pointy","m","QM","68759","QM_J68759",0.038,159.5,6,-3.74629606097304,-4.12425452329137,-4.196575184871,-4.9023011476378,-4.65333358736671,-3.28028445299684,1.03182523282932,-0.69620655655941,0.363885482211316,5.0720439222249,1.79175946922805
"J9535","Anilios","Anilios wiedii",-30.98,150.25,"pointy","f","QM","9535","QM_J9535",0.01,284.5,3.5,-4.11386603396712,-4.30526088696675,-4.45681078509395,-5.06851763371372,-4.87600608601402,-4.39797028507102,-1.26942420041482,1.41791805614483,0.392314676347313,5.65073325356639,1.25276296849537
"J7855","Anilios","Anilios wiedii",-27.183,151.25,"pointy","m","QM","7855","QM_J7855",0.034,205.75,7.25,-3.88092001979387,-4.28109877197888,-4.3334100665469,-4.87877601556506,-4.72782533846847,-3.3456603706906,0.381608371278762,-0.657513003105684,0.0404828269083402,5.32666183955718,1.98100146886658
"J3207","Anilios","Anilios wiedii",-24.87,152.35,"pointy","m","QM","3207","QM_J3207",0.04,200.5,8,-4.18076667735845,-4.23094442694417,-4.37854144319492,-4.92580834612317,-4.77018599568445,-3.22137270506679,-0.0229047029100331,-1.18464929759401,-0.311516114666311,5.30081424674662,2.07944154167984
"J7468","Anilios","Anilios wiedii",-27.183,151.25,"pointy","m","QM","7468","QM_J7468",0.041,196,8,-4.06171933490602,-4.12280702688586,-4.33615618060778,-4.90310875860706,-4.71564580231269,-3.19867311755068,0.434204763908091,-1.14237047901244,-0.0721912325768579,5.27811465923052,2.07944154167984
"J85695","Anilios","Anilios yirrikalae",-18.7,138.49,"pointy","f","QM","85695","QM_J85695",0.02,315,5.25,-4.0560400195406,-4.30330347854435,-4.40579903586803,-4.88127927288221,-4.53617731450114,-4.0943445622221,-0.199751546069112,1.05133983005748,-0.265526077754052,5.75257263882563,1.65822807660353
"J84363","Anilios","Anilios proximus",-26.865,151.852,"pointy","f","QM","84363","QM_J84363",0.023,433,10,-3.25592799032875,-3.65036959935206,-3.97149355902647,-4.62971846719335,-4.2583589715717,-3.76815263500844,3.12235471234263,1.03498422931522,1.04100879970553,6.07073772800249,2.30258509299405
"J76618","Anilios","Anilios proximus",-24.96,148,"pointy","f","QM","76618","QM_J76618",0.02,219.5,4,-3.42563945616373,-3.96223787421241,-3.91888017515428,-4.61432356797458,-4.29942893199791,-4.00505787139534,2.40853650133816,1.58461581265381,0.351836075708838,5.39135223251523,1.38629436111989
"J87197","Anilios","Anilios proximus",-27.665,152.968,"pointy","f","QM","87197","QM_J87197",0.02,328.5,6.5,-3.53904335246447,-3.96275569434712,-3.97564870130836,-4.56489628685015,-4.38599186786996,-3.92273466102307,2.20615188179023,1.29849515829313,0.169949809843373,5.79453683792467,1.87180217690159
"J76616","Anilios","Anilios proximus",-24.8,147.89,"pointy","m","QM","76616","QM_J76616",0.04,234,9.75,-3.30181624537781,-3.58351893845611,-3.78103223060398,-4.51531385686623,-4.14969465730527,-3.17805383034795,4.10878287794364,-0.164329403954948,0.492094782901245,5.4553211153577,2.27726728500976
"J77667","Anilios","Anilios proximus",-23.756,149.107,"pointy","f","QM","77667","QM_J77667",0.026,353,9,-3.41159115359699,-3.87176774370855,-3.87176774370855,-4.55678479818525,-4.32638022263399,-3.66924347959708,2.87262034546888,0.835058540104742,0.324243061572452,5.8664680569333,2.19722457733622
"J76615","Anilios","Anilios proximus",-24.8,147.89,"pointy","f","QM","76615","QM_J76615",0.02,245,4,-3.39834431267975,-3.82043030202395,-3.706170951224,-4.38611661992541,-4.10749183458614,-4.11496384942484,3.42119580859125,2.14778604730457,-0.0672060493800762,5.50125821054473,1.38629436111989
"J62483","Anilios","Anilios proximus",-26.391,153.817,"pointy","m","QM","62483","QM_J62483",0.048,219,10.5,-3.34331624579147,-3.53121245888392,-3.64161251948503,-4.61665136836205,-4.06865011284732,-3.03769647265302,4.36259567666688,-0.48721710195048,0.453911694599337,5.3890717298165,2.35137525716348
"J62482","Anilios","Anilios proximus",-26.39,153.82,"pointy","f","QM","62482","QM_J62482",0.03,358,9,-3.66896729179382,-4.13743868915393,-4.04157191568835,-4.60796739060915,-4.39892844547648,-3.68330840906448,1.82051575813978,0.657632183238466,-0.244799348950697,5.8805329864007,2.19722457733622
"J69357","Anilios","Anilios proximus",-25.057,148.213,"pointy","f","QM","69357","QM_J69357",0.024,414,10,-3.41249281966501,-3.78835287757498,-3.88169061757891,-4.56608883594562,-4.2233314314293,-3.72328088083127,3.05022824015958,0.979533539943377,0.366067435791641,6.02586597382531,2.30258509299405
"J89808","Anilios","Anilios proximus",-27.09,150.66,"pointy","m","QM","89808","QM_J89808",0.04,172,6,-3.57679739269578,-3.75621257418252,-3.85139838361171,-4.4796651042378,-4.16541600440129,-3.3557350075854,3.37921849620119,0.130236852223932,-0.19502872913582,5.14749447681345,1.79175946922805
"J81309","Anilios","Anilios ligatusE",-19.854,147.025,"pointy","m","QM","81309","QM_J81309",0.046,217,10,-3.32641485103072,-3.68519959715554,-3.76746393212656,-4.5869048380108,-4.22616576565127,-3.07731226054641,3.82995986747799,-0.461769694300419,0.468798211944999,5.37989735354046,2.30258509299405
"J89804","Anilios","Anilios ligatusE",-26.94,150.38,"pointy","m","QM","89804","QM_J89804",0.04,211,9.5,-3.19603442187742,-3.52408822672498,-3.74442222371264,-4.43556740160191,-4.00119094999933,-3.10056633486957,4.72651812503654,-0.164244179496831,0.439195636389784,5.35185813347607,2.2512917986065
"J87267","Anilios","Anilios ligatusE",-16.591,145.198,"pointy","m","QM","87267","QM_J87267",0.05,240,12,-3.41758086091268,-3.67975454633694,-3.68555166402126,-4.38871562282468,-4.09309534282167,-2.99573227355399,4.358091608811,-0.474559709432755,-0.214802810536751,5.48063892334199,2.484906649788
"J81321","Anilios","Anilios ligatusE",-21.08,147.79,"pointy","female?","QM","81321","QM_J81321",0.03,254,8.5,-3.21838381993823,-3.765777505108,-3.66707173630254,-4.57225337097495,-4.10941823120783,-3.39726810352227,3.95978106638589,0.465906501180583,0.428513540587579,5.53733426701854,2.14006616349627
"J89565","Anilios","Anilios ligatusE",-27.669,152.516,"pointy","f","QM","89565","QM_J89565",0.032,278.25,9,-3.49791016190142,-3.79914365735629,-3.75364561421709,-4.54502133929759,-4.15261347034608,-3.43129541281943,3.4231699217621,0.364935846261505,-0.0582610996588531,5.62851999015565,2.19722457733622
"J85319","Anilios","Anilios unguirostris",-21.77,147.92,"pointy","f","QM","85319","QM_J85319",0.02,281,5,-3.87362387249361,-4.30598865023941,-4.31127966787383,-4.90119060335703,-4.6159037416312,-4.02891675689964,0.0524855579570592,0.985270061979378,0.100690862591255,5.63835466933375,1.6094379124341
"J76932","Anilios","Anilios unguirostris",-22.717,147.522,"pointy","f","QM","76932","QM_J76932",0.015,338,5,-3.69124912346925,-4.1629148687334,-4.21061247406912,-4.87332038752263,-4.59486840246027,-4.21360798304892,0.533513545524949,1.54424903287439,0.54745517518906,5.82304589548302,1.6094379124341
"J88951","Anilios","Anilios unguirostris",-16.66,139.18,"pointy","m","QM","88951","QM_J88951",0.03,318.5,8,-3.9997482092737,-4.15019254130858,-4.34898364088319,-5.02168513028284,-4.62899974882108,-3.68418093333238,0.0777014827105721,-0.0160918925001688,0.234341641521131,5.76362247501222,2.07944154167984
"J96911","Anilios","Anilios unguirostris",-23.233,150.699,"pointy","f","QM","96911","QM_J96911",0.014,294,4,-3.83670099888955,-4.53142671174254,-4.30481367263958,-4.89739772081155,-4.60687231405862,-4.29728540621879,-0.335739387279635,1.69178267124689,-0.0971950129295861,5.68357976733868,1.38629436111989
"R.148795","Anilios","Anilios proximus",-17.38,145.38,"pointy","f","AM","148795","AM_R.148795",0.02,481,11,-3.63505298837946,-3.92142255243965,-4.11790476010305,-4.72777250808042,-4.52720864451838,-3.77797199730739,1.61964240030474,0.669489715908734,0.512071550440101,6.17586727010576,2.39789527279837
"R.12125","Anilios","Anilios pinguis",-34.03,117.63,"pointy","f","AM","12125","AM_R.12125",0.03,427,11,-3.17674321417083,-3.85236316902181,-3.82946140473513,-4.60751485294735,-4.20518454364455,-3.65888874043025,3.33214479986221,0.97540687684919,0.700456924870813,6.05678401322862,2.39789527279837
"R.41163","Anilios","Anilios ligatusE",-30.75,148.67,"pointy","f","AM","41163","AM_R.41163",0.03,350,10,-3.0655418049475,-3.60139199999082,-3.66070857714724,-4.35942680275664,-3.80895082028833,-3.55534806148941,4.96684824949948,1.15502201696653,0.30957626293182,5.85793315448346,2.30258509299405
"R.63835","Anilios","Anilios ligatusE",-18.2,144.78,"pointy","f","AM","63835","AM_R.63835",0.03,386,12,-3.19361468947423,-3.65675841580007,-3.83657433359832,-4.51600224141691,-4.041123076178,-3.47093071967683,4.02382696318927,0.617644985897135,0.579217016063641,5.95583736946483,2.484906649788
"R.118650","Anilios","Anilios proximus",-34.55,146.4,"pointy","f","AM","118650","AM_R.118650",0.02,359.5,7,-3.41788664077301,-3.73995316936062,-3.91411141551542,-4.561625891945,-4.09880512161122,-3.93880402810579,3.09038869537602,1.51374577733987,0.36086188031777,5.8847141771611,1.94591014905531
"R.174275","Anilios","Anilios proximus",-30.77,149.758,"pointy","m","AM","174275","AM_R.174275",0.04,289.5,13,-3.25492368393194,-3.45988088349025,-3.80330027271444,-4.46068860343286,-4.03989563033836,-3.10320593955151,4.5662699966563,-0.265271400729792,0.538845368142637,5.66815529701305,2.56494935746154
"R.27306","Anilios","Anilios pinguis",-33.53,118.5,"pointy","f","AM","27306","AM_R.27306",0.04,284.5,11.75,-2.99538084146462,-3.40842909145727,-3.5921323777584,-4.33566640173486,-3.81655306845438,-3.18688001297622,5.65348820194989,0.331375784972066,0.538641018260481,5.65073325356639,2.46385324059017
"R.163332","Anilios","Anilios proximus",-35.11,147.299,"pointy","f","AM","163332","AM_R.163332",0.02,299.5,6.25,-3.57507389707639,-4.046747573233,-3.9494423370355,-4.52808548960264,-4.28747558342647,-3.86953295380719,2.31323798303757,1.26027641527663,-0.202081806464835,5.7021144175555,1.83258146374831
