"reg_no","genus","species","latitude","longitude","tail_shape","sex","institution","plain_number","id","ratio","svl","tail_length","sh_mbd","sh_mtw","sh_hwe","sh_hda","sh_hd","sh_tl","PC1","PC2","PC3","log_svl","log_tail"
"R55038","Anilios","Anilios leptosoma",-25.733,114.283,"point","m","WAM","55038","WAM_R55038",0.035,143,5,-4.58440819453966,-4.73173290929652,-4.79733019178233,-5.22420939439431,-5.12536355975768,-3.35340671782581,-2.69671658859178,-1.50891496871923,-0.599639513303637,4.96284463025991,1.6094379124341
"R13462","Anilios","Anilios systenos",-28.4,114.58,"point","m","WAM","13462","WAM_R13462",0.04,127,5,-4.47262353002611,-4.57415994924553,-4.57415994924553,-5.09264844575709,-4.9834491537921,-3.23474917402449,-1.60497337421243,-1.51533015788879,-0.70136051862043,4.84418708645859,1.6094379124341
"R125963","Anilios","Anilios leptosoma",-27.7,114.2,"point","m","WAM","125963","WAM_R125963",0.041,222,9,-4.42435125907867,-4.49039467139566,-4.88388358845711,-5.32571634073615,-5.13265024465922,-3.20545280453606,-2.37783982699803,-1.93253785698733,0.20659484975028,5.40267738187228,2.19722457733622
"R125964","Anilios","Anilios leptosoma",-27.7,114.2,"point","m","WAM","125964","WAM_R125964",0.04,178,7,-4.36641873700789,-4.55051177345023,-4.82410910602027,-5.26516515923114,-5.06845486498508,-3.23587340123677,-2.14838457003861,-1.72134386380726,0.0348893542546128,5.18178355029209,1.94591014905531
"R55039","Anilios","Anilios leptosoma",-25.733,114.283,"point","m","WAM","55039","WAM_R55039",0.045,134,6,-4.36134642943634,-4.64319758157733,-4.56853605280831,-5.17227664565267,-5.0841693781424,-3.10608033072286,-1.71451353094399,-1.83485516247361,-0.400519277559493,4.89783979995091,1.79175946922805
"R119241","Anilios","Anilios leptosoma",-27.7,114.167,"point","f","WAM","119241","WAM_R119241",0.017,296,5,-4.51170445798241,-4.76214015158463,-5.04325621226552,-5.4051805120904,-5.27824980349723,-4.08092154188996,-3.9270457649611,-0.0739695029790902,0.269071318721135,5.69035945432406,1.6094379124341
"R51097","Anilios","Anilios leptosoma",-26.97,115.97,"point","f","WAM","51097","WAM_R51097",0.02,256,4,-4.60517018598809,-4.82247146167807,-4.9629618246269,-5.29053522610598,-5.16674100875932,-4.15888308335967,-3.74304936780572,0.234187037183446,-0.31043542261924,5.54517744447956,1.38629436111989
"R135647","Anilios","Anilios leptosoma",-27.39,114.753,"point","f","WAM","135647","WAM_R135647",0.021,286,6,-4.53106221383437,-4.78469844487643,-4.88588358912378,-5.31951957419864,-5.16129556898375,-3.8642323415918,-3.34291722160148,-0.400757460273099,-0.204015581303892,5.65599181081985,1.79175946922805
"R57545","Anilios","Anilios leptosoma",-28.08,115.3,"point","f","WAM","57545","WAM_R57545",0.02,268,5,-4.69898894120575,-4.93346697759406,-4.89783979995091,-5.40036662090221,-5.22634386692295,-3.98154906807676,-4.03134402942221,-0.267820391008473,-0.475489450991997,5.59098698051086,1.6094379124341
"R146456","Anilios","Anilios leptosoma",-28.033,114.667,"point","f","WAM","146456","WAM_R146456",0.025,239,6,-4.49438507951935,-4.71099570979194,-4.87214758507818,-5.30251024480807,-5.12580668031834,-3.68470408270346,-2.99683557156571,-0.781536381374004,-0.154304756585659,5.47646355193151,1.79175946922805
"R146454","Anilios","Anilios leptosoma",-28.03,114.67,"point","f","WAM","146454","WAM_R146454",0.02,261,6,-4.32904893593739,-4.61673100838917,-4.97119356204496,-5.39900596884512,-5.19987729373478,-3.77276093809464,-3.10989812675036,-0.654427883007507,0.585861965002648,5.56452040732269,1.79175946922805
"R163084","Anilios","Anilios grypusW",-23.054,119.177,"point","f","WAM","163084","WAM_R163084",0.025,236,6,-4.53561250228618,-4.89285225843987,-4.77068462446567,-5.48403451234313,-5.26498094628044,-3.67207233579756,-3.58157619091919,-0.925314067698912,-0.103758733372179,5.46383180502561,1.79175946922805
"R163640","Anilios","Anilios grypusW",-22.22,117.52,"point","f","WAM","163640","WAM_R163640",0.02,210,4,-4.79322241749103,-4.91532511429193,-4.8342839042888,-5.40898293443556,-5.29831736654804,-3.96081316959758,-4.13272679332396,-0.382944235424581,-0.572246970798035,5.34710753071747,1.38629436111989
"R151749","Anilios","Anilios ganei",-22.017,118.982,"point","m","WAM","151749","WAM_R151749",0.033,241,8,-3.76560815709744,-4.21503638862672,-4.02851020055073,-4.88048096663733,-4.59279889418554,-3.40535539181082,1.14980621936637,-0.277747758649437,0.0393734033988695,5.48479693349065,2.07944154167984
"R135625","Anilios","Anilios ganei",-23.07,118.93,"point","m","WAM","135625","WAM_R135625",0.03,267,8,-3.59118872565946,-4.08986024977477,-4.07873666455611,-4.84531131367087,-4.47539114298212,-3.50780711672041,1.59053906041308,0.0776632187876676,0.401554507708413,5.58724865840025,2.07944154167984
"R162129","Anilios","Anilios ganei",-22.789,116.571,"point","m","WAM","162129","WAM_R162129",0.023,256,6,-3.66114269914234,-4.2559447962028,-4.04778903585408,-4.79848949699159,-4.5593606499568,-3.75341797525151,1.13387617734938,0.652550151915467,0.101796026550045,5.54517744447956,1.79175946922805
"R164440","Anilios","Anilios ganei",-23.33,119.86,"point","m","WAM","164440","WAM_R164440",0.03,236,7,-3.77005274415776,-4.35197428960748,-4.11316462154887,-4.83789337415911,-4.52773844585528,-3.5179216559703,0.934794646841119,0.0366704453367366,-0.217657304989477,5.46383180502561,1.94591014905531
"R165000","Anilios","Anilios ganei",-22.135,119.024,"point","m","WAM","165000","WAM_R165000",0.028,144,4,-3.55396013621457,-4.22787595484662,-3.77892573479872,-4.66970870712566,-4.31748811353631,-3.58351893845611,2.28259382252177,0.624596472483845,-0.327058180146562,4.969813299576,1.38629436111989
"R156328","Anilios","Anilios ganei",-22.23,118.98,"point","m","WAM","156328","WAM_R156328",0.02,220,5,-3.78619163658893,-4.16398699527785,-4.08529472670218,-4.7623557695105,-4.50986000618377,-3.78418963391826,1.14544348326088,0.666184075307268,-0.0745823994923132,5.39362754635236,1.6094379124341
"R170702","Anilios","Anilios ganei",-21.952,116.488,"point","f","WAM","170702","WAM_R170702",0.021,239,5,-3.64869364518042,-4.17627188986503,-4.16273988364646,-4.88313670665378,-4.59683680442895,-3.86702563949741,0.845138882325108,0.780962182672736,0.506686132016801,5.47646355193151,1.6094379124341
"R170252","Anilios","Anilios ganei",-23.28,118.1,"point","m","WAM","170252","WAM_R170252",0.03,267,7,-3.7626993663492,-4.46557109680114,-4.13797949811897,-4.86454267559876,-4.60143186387748,-3.64133850934494,0.549603415235745,0.290853212314051,-0.196592834844291,5.58724865840025,1.94591014905531
"R172319","Anilios","Anilios ganei",-22.287,117.96,"point","f","WAM","172319","WAM_R172319",0.016,450,7,-3.86323284125871,-4.47804817854875,-4.47804817854875,-5.04109450158096,-4.61634348658622,-4.16333743370905,-0.667879799317884,1.1846197145616,0.23865248509674,6.10924758276437,1.94591014905531
"R170062","Anilios","Anilios ganei",-21.06,118.91,"point","m","WAM","170062","WAM_R170062",0.02,252,6,-4.00337278401637,-4.35077409116978,-4.18135593921173,-4.83129436544044,-4.46817258538708,-3.73766961828337,0.505546768285162,0.42695469980263,-0.610307130147328,5.52942908751142,1.79175946922805
"R26839","Anilios","Anilios yampiensis",-16.15,123.75,"point","","WAM","26839","WAM_R26839",0.016,129,2,-4.19712443128644,-4.66096154561651,-4.38980877511594,-5.01063529409626,-4.75545238903743,-4.16666522380173,-1.32588460955129,1.05196545101181,-0.567938307281422,4.85981240436167,0.693147180559945
"R51043","Anilios","Anilios troglodytes",-17.62,125.23,"point","f","WAM","51043","WAM_R51043",0.01,387,5,-4.43891148812367,-5.01451879412265,-4.66919204475302,-5.5868611365973,-5.34323905393955,-4.34898678059568,-4.18412562095028,0.664110403023464,0.262351977870313,5.95842469302978,1.6094379124341
"R119900","Anilios","Anilios pinguis",-22.017,113.933,"point","f","WAM","119900","WAM_R119900",0.028,497,14,-3.85436169995074,-4.29019790593521,-4.10323710263229,-4.74302248408223,-4.49659552533744,-3.56953269648137,1.06950555849185,0.175735122822606,-0.461453638461537,6.20859002609663,2.63905732961526
"R90864","Anilios","Anilios pilbarensis",-21.61,118.96,"point","m","WAM","90864","WAM_R90864",0.04,235,10,-3.75848041318423,-4.00097049144464,-4.19828764319895,-4.87736989429149,-4.43713458644161,-3.15700042115011,1.57503279608384,-0.897458760632211,0.217732874422724,5.45958551414416,2.30258509299405
"R1341","Anilios","Anilios micromma",-17.867,125.433,"point","","WAM","1341","WAM_R1341",0.025,198,5,-4.29872583708079,-4.70605141084187,-4.58023123764084,-5.08941617194937,-4.78749174278205,-3.67882911826043,-1.59527205525337,-0.267316814597531,-0.66544908556159,5.28826703069454,1.6094379124341
"R15710","Anilios","Anilios margaretae",-27.42,124.3,"point","","WAM","15710","WAM_R15710",0.01,297,4,-4.70048036579242,-5.02078766556027,-4.82663165111932,-5.31529570308245,-5.16310388774053,-4.30743777768281,-4.05368084575025,0.623064637140827,-0.76121950471553,5.6937321388027,1.38629436111989
"R120049","Anilios","Anilios longissimus",-20.9,115.367,"point","f","WAM","120049","WAM_R120049",0.015,266,4,-5.11976229254956,-5.14524137785054,-5.18472018882433,-5.68885682443953,-5.42649255997203,-4.19720194766181,-6.0229031153485,-0.339670557009205,-0.625076074093332,5.5834963087817,1.38629436111989
"R29623","Anilios","Anilios leptosoma",-27.55,114.47,"point","m","WAM","29623","WAM_R29623",0.04,246,9,-4.56923817676203,-4.90649503484366,-5.00455624801987,-5.51538187178586,-5.18324803676325,-3.30810695859614,-3.64828118766073,-1.86313699054031,-0.174301400371516,5.50533153593236,2.19722457733622
"R146400","Anilios","Anilios obtusifrons",-27.922,114.163,"point","f","WAM","146400","WAM_R146400",0.025,197,5,-4.39120568943288,-4.59005654817804,-4.74671035822342,-5.20624268760186,-4.91164017230551,-3.67376581630389,-2.11895304909523,-0.562836292196992,-0.255966028992671,5.28320372873799,1.6094379124341
"R89435","Anilios","Anilios obtusifrons",-27.85,114.1,"point","m","WAM","89435","WAM_R89435",0.05,216,10,-4.7930627878315,-5.06046766784413,-4.78749174278205,-5.35547578038799,-5.08260879372135,-3.07269331469012,-3.29662335992738,-2.24322114924123,-1.33860555928748,5.37527840768417,2.30258509299405
"R129778","Anilios","Anilios obtusifrons",-27.898,114.167,"point","f","WAM","129778","WAM_R129778",0.021,195,4,-4.49827239101138,-4.76017593213508,-4.68521289366163,-5.21473065043977,-4.98782061633008,-3.88670519744386,-2.63392549636381,-0.0995943451696756,-0.572185618402815,5.27299955856375,1.38629436111989
"R114892","Anilios","Anilios systenos",-28.77,114.62,"point","m","WAM","114892","WAM_R114892",0.04,256,10,-4.6572861871271,-4.68228748933252,-4.9798636354295,-5.47751879600575,-5.15991504368892,-3.24259235148552,-3.31204418298745,-2.07084388224423,-0.137030946311469,5.54517744447956,2.30258509299405
"R113398","Anilios","Anilios systenos",,,"point","m","WAM","113398","WAM_R113398",0.039,204,8,-4.45101950616083,-4.50275518056002,-4.81734470593173,-5.26932982967478,-5.09497644253001,-3.23867845216438,-2.22561828118972,-1.78375676330251,-0.0189951865077607,5.31811999384422,2.07944154167984
"R114893","Anilios","Anilios systenos",-28.77,114.62,"point","m","WAM","114893","WAM_R114893",0.04,195,8,-4.60005508532132,-4.80926554233161,-4.82192393920353,-5.34557025139858,-5.09067800176979,-3.19355801688391,-2.87137372334041,-1.93756573721831,-0.601150859879949,5.27299955856375,2.07944154167984
"R1734","Anilios","Anilios systenos",-28.717,114.817,"point","f","WAM","1734","WAM_R1734",0.02,244,5,-4.43245748830077,-4.83964822237641,-4.80402104473326,-5.26605650432982,-5.00858821047453,-3.8877303128591,-2.91600366681149,-0.136882775939802,-0.390860839297358,5.4971682252932,1.6094379124341
"R171667","Anilios","Anilios zonula",-15.95,124.56,"point","f","WAM","171667","WAM_R171667",0.03,180,5,-4.15621996594019,-4.24516745195668,-4.54063166485052,-5.23377884541047,-4.90777790865655,-3.58351893845611,-1.1031476685824,-0.660655756428898,0.541630362962578,5.19295685089021,1.6094379124341
"R106250","Anilios","Anilios zonula",-15.27,124.558,"point","f","WAM","106250","WAM_R106250",0.019,154,3,-4.36912322983797,-4.64491051463761,-4.56071842341726,-5.24767363372928,-5.03695260241363,-3.93834031374552,-2.31485675955085,0.0680425417258519,-0.135533428878716,5.03695260241363,1.09861228866811
"R124835","Anilios","Anilios ganei",-23.29,119.47,"point","f","WAM","124835","WAM_R124835",0.02,327,7,-3.65224972109344,-4.50902632543519,-4.2466620609677,-5.00150281053298,-4.71155058954666,-3.84405002184194,0.00176612566922653,0.641737995295516,0.39201553050308,5.78996017089725,1.94591014905531
"R102111","Anilios","Anilios ganei",-21.65,116.317,"point","f","WAM","102111","WAM_R102111",0.02,256,5,-3.90424086498609,-4.45998817614359,-4.05452306803543,-4.85704280574316,-4.43992061309278,-3.93573953204546,0.527761541347046,1.01746488855995,-0.595274893316449,5.54517744447956,1.6094379124341
"R129571","Anilios","Anilios ganei",-23.35,119.57,"point","f","WAM","129571","WAM_R129571",0.03,234,7,-3.87017589549265,-4.42213663201205,-4.0516781159032,-5.10466424374453,-4.618073590824,-3.50941096630239,0.301796287131469,-0.202912551125821,-0.00556196297519893,5.4553211153577,1.94591014905531
"R69572","Anilios","Anilios hamatus",-22.633,118.1,"point","f","WAM","69572","WAM_R69572",0.022,360,8,-4.01276457522968,-4.11795442786123,-4.3428059215206,-4.98188588081027,-4.6652741100578,-3.80666248977032,0.03934554994886,0.262438993305577,0.256707959395999,5.88610403145016,2.07944154167984
"R66323","Anilios","Anilios hamatus",-23.2,118.83,"point","m","WAM","66323","WAM_R66323",0.04,250,9,-3.93018697605582,-4.17598855126261,-4.28308668681898,-4.92262441677354,-4.56211069652764,-3.32423634052603,0.691079404836134,-0.683162715215962,-0.0374050314939147,5.52146091786225,2.19722457733622
"R77226","Anilios","Anilios howi",-14.567,125.849,"point","m","WAM","77226","WAM_R77226",0.031,193,6,-4.0718026241276,-4.25838857970802,-4.60000221582965,-5.30351218342514,-4.95520548915693,-3.47093071967683,-1.18767943650961,-0.966659702262978,0.842339917237263,5.26269018890489,1.79175946922805
"R41456","Anilios","Anilios kimberleyensis",-14.53,125.13,"point","f","WAM","41456","WAM_R41456",0.02,288,6,-4.05152456503917,-4.72295322164447,-4.42748900875064,-5.27091839235992,-5.02110659396355,-3.87120101090789,-1.81736572287232,0.149281243619237,0.251004242005519,5.66296048013595,1.79175946922805
"R134917","Anilios","Anilios australis",-31.45,116.273,"point","m","WAM","134917","WAM_R134917",0.05,160,8,-3.49413537732142,-3.79702161273364,-4.07822518034222,-4.79754207863555,-4.45459732750872,-2.99573227355399,2.51161716580034,-1.08980435086852,0.751833578831859,5.07517381523383,2.07944154167984
"R135228","Anilios","Anilios australis",-32.16,121.74,"point","m","WAM","135228","WAM_R135228",0.04,216,8,-3.75193759008107,-3.98648716636569,-4.06424653106482,-4.76009276859393,-4.44705910494474,-3.29583686600433,1.84733570201536,-0.449434564480659,0.0273966432756577,5.37527840768417,2.07944154167984
"R163524","Anilios","Anilios vagurima",-17.03,126.65,"","m","WAM","163524","WAM_R163524",,324.5,4,-4.4472844694118,-4.62226461934739,-4.46052969616183,-4.96250570465083,-4.78533690125253,-4.39599117502425,-1.79671545214523,1.42716858276867,-0.909087903359261,5.78228553614414,1.38629436111989
"ZMB18963","Anilios","Anilios erycinus",-4.213,143.62,"","","ZMB","18963","ZMB_ZMB18963",,340,10,-3.68067788500052,-4.26869794936688,-3.94339226909579,-4.44265125649032,-4.22854844982826,-3.52636052461616,2.34752455157542,0.550780304660644,-0.990340974550446,5.82894561761021,2.30258509299405
"SMZ0364","Anilios","Anilios broomi",-20.313,146.879,"","f","SMZ","0364","SMZ_SMZ0364",,207,4,-3.90480275745466,-4.35251473564756,-4.38686925914967,-4.93730402101071,-4.76456810288011,-3.94642443214548,-0.341001145458619,0.660934310991232,0.216125179044459,5.33271879326537,1.38629436111989
